RA_ITEMID,ADVNUM,PARCEL,FACEVALUE,BID
3073277,000809,50110039,2031.42,
3073278,000810,50110040,2540.58,
3073279,000811,50110046,72.74,
3073280,000812,50110058,132.98,
3073281,000813,50110072,144.54,
3073282,000814,50110085,72.74,
3073283,000815,50110086,72.74,
3073284,000816,50110087,72.74,
3073285,000817,50110088,72.74,
3073286,000818,50110117,132.98,
3073288,000820,50110136,1783,
3073289,000821,50111033,2043.65,
3073290,000822,50111058,976.48,
3073291,000823,50111064,72.74,
3073292,000824,50111095,72.74,
3073293,000825,50111098,72.74,
3073294,000826,50111099,72.74,
3073295,000827,50111100,1993.91,
3073296,000828,50111103,144.54,
3073297,000829,50112012,72.74,
3073298,000830,50112070,72.74,
3073299,000831,50112107,72.74,
3073300,000832,50112108,72.74,
3073301,000833,50113009,976.48,
3073302,000834,50113010,976.48,
3073303,000835,50113011,976.48,
3073304,000836,50113018,324.07,
3073305,000837,50113020,308.6,
3073306,000838,50113022,226.87,
3073307,000839,50113023,72.74,
3073308,000840,50113024,324.07,
3073309,000841,50113047,976.48,
3073311,000843,50113053,226.16,
3073312,000844,50113065,324.07,
3073313,000845,50113101,324.07,
3073314,000846,50113102,324.07,
3073315,000847,50113137,976.48,
3073316,000848,50113149,976.48,
3073317,000849,50113150,919.53,
3073318,000850,50113151,919.53,
3073319,000851,50113155,144.54,
3073320,000852,50113157,919.53,
3073321,000853,50114007,72.74,
3073322,000854,50114030,54.13,
3073323,000855,50114049,167,
3073324,000856,50114086,144.54,
3073325,000857,50118007,144.54,
3073326,000858,50118014,72.74,
3073328,000860,50118068,144.54,
3073330,000862,50118106,72.74,
3073331,000863,50119023,2708.87,
3073332,000864,50119029,1580.92,
3073333,000865,50120026,72.74,
3073334,000866,50120032,225.05,
3073335,000867,50120038,976.48,
3073336,000868,50120058,67.68,
3073337,000869,50121003,144.54,
3073338,000870,50121004,144.54,
3073339,000871,50121010,144.54,
3073340,000872,50122036,72.74,
3073341,000873,50122049,72.74,
3073342,000874,50122064,144.54,
3073343,000875,50122070,72.74,
3073344,000876,50123003,72.74,
3073345,000877,50123024,144.54,
3073347,000879,50124025,72.74,
3073348,000880,50124047,72.74,
3073349,000881,50124056,1793.24,
3073350,000882,50124090,1254.51,
3073351,000883,50125020,137.14,
3073352,000884,50125034,72.74,
3073353,000885,50125041,976.48,
3073354,000886,50125042,132.98,
3073355,000887,50125054,72.74,
3073356,000888,50125057,132.98,
3073357,000889,50125059,2567.03,
3073358,000890,50125090,2540.58,
3073359,000891,50126002,72.74,
3073360,000892,50126011,132.98,
3073361,000893,50126036,72.74,
3073362,000894,50126055,976.48,
3073363,000895,50126099,226.16,
3073364,000896,50127001,142.43,
3073365,000897,50127019,51.32,
3073366,000898,50127023,72.74,
3073367,000899,50127046,72.74,
3073368,000900,50127049,97.63,
3073369,000901,50127050,97.63,
3073370,000902,50128010,2984.05,
3073372,000904,50128045,133.25,
3073373,000905,50128047,72.74,
3073374,000906,50128053,1451.72,
3073375,000907,50128061,144.54,
3073376,000908,50128078,72.74,
3073377,000909,50128082,72.74,
3073378,000910,50128091,170.1,
3073379,000911,50128093,141.87,
3073380,000912,50128104,228.6,
3073381,000913,50128137,555.35,
3073382,000914,50129013,866.59,
3073383,000915,50129016,72.74,
3073384,000916,50129018,976.48,
3073385,000917,50129019,976.48,
