RA_ITEMID,ADVNUM,PARCEL,FACEVALUE,BID
6442039,000113,00603002000,153,
6442040,000114,00630000000,1184.25,
6442041,000115,00632000000,884.39,
6442043,000117,00639000091,484.53,
6442045,000119,00643000000,535.99,
6442046,000120,00643001020,177.75,
6442047,000121,00643001100,2505.03,
6442050,000124,00650000000,7827.39,
6442055,000129,00665000000,1346.05,
6442059,000133,00699002000,1980.78,
6442060,000134,00699007000,6335.17,
6442064,000138,00706000000,990.68,
6442065,000139,00706001000,1080.1,
6442066,000140,00706001011,948.9,
6442067,000141,00706002000,2462.53,
6442068,000142,00706002001,2159.03,
6442069,000143,00709003000,1054.96,
6442070,000144,00710000000,656.52,
6442071,000145,00710001000,257.27,
6442072,000146,00713001012,80.47,
6442073,000147,00713001014,1635,
6442074,000148,00713001020,118.08,
6442075,000149,00722001003,1179.07,
6442076,000150,00722002004,954.81,
6442078,000152,00727001010,699.37,
6442079,000153,00728000000,914.34,
6442080,000154,00732002000,494.35,
6442081,000155,00740004000,1071,
6442082,000156,00750000160,1853.76,
6442083,000157,00750000190,1281.74,
6442084,000158,00750000201,764.53,
6442085,000159,00750000210,881.09,
6442086,000160,00750000250,63.73,
6442087,000161,00755000000,969.46,
6442088,000162,00767000000,3111.35,
6442089,000163,00773000000,6179.6,
6442090,000164,00773002000,1232.37,
6442091,000165,00776000020,2394.16,
6442092,000166,00776001030,781.3,
6442093,000167,00780000150,496.5,
6442094,000168,00780000230,635.74,
6442096,000170,00790000000,1245.55,
6442097,000171,00790002000,1331.89,
6442098,000172,00791004000,1628.47,
6442099,000173,00807000000,1123.71,
6442102,000176,00812001007,1313.34,
6442103,000177,00812002000,71.95,
6442104,000178,00812002001,65.76,
6442105,000179,00813002001,179.38,
6442106,000180,00813010060,623.24,
6442107,000181,00813020060,1018.41,
6442108,000182,00813020090,536.68,
6442110,000184,00816000002,3284.66,
6442111,000185,00820000502,1759.7,
6442112,000186,00820000503,705.35,
6442114,000188,00823001000,1532.21,
6442115,000189,00823001010,740.73,
6442116,000190,00823001020,1442.91,
6442117,000191,00823003000,1433.98,
6442118,000192,00826001003,831.68,
6442119,000193,00826002000,1072.91,
6442120,000194,00830002002,1412.19,
6442121,000195,00830002003,708.85,
6442122,000196,00836001012,770.84,
6442124,000198,00837001020,421.53,
6442125,000199,00840000000,1538.03,
6442126,000200,00844000000,1488.83,
6442127,000201,00850002000,536.96,
6442129,000203,00850009000,353.54,
6442130,000204,00850010020,1122.69,
6442132,000206,00854003010,540.35,
6442134,000208,00863000000,55.78,
6442136,000210,00876001000,6009.55,
6442137,000211,00879000000,984.91,
6442138,000212,00894010040,1225.01,
6442139,000213,00894020020,1226.22,
6442140,000214,00901000000,4305.73,
6442142,000216,00911000060,67.09,
6442143,000217,00911000070,735.63,
6442144,000218,00912002000,1890.31,
6442145,000219,00912002005,1456.25,
6442146,000220,00912002010,1243.13,
6442147,000221,00912002050,759.64,
6442148,000222,00912002090,1220.27,
6442149,000223,00912003030,433.37,
6442150,000224,00913014070,5353.13,
6442151,000225,00913014110,189.06,
6442152,000226,00915001020,538.87,
6442153,000227,00915003011,629.5,
6442154,000228,00922001010,369.08,
6442156,000230,00924000130,1501.91,
6442157,000231,00924020250,421.53,
6442158,000232,00924020380,878.21,
6442159,000233,00924020460,979.5,
6442161,000235,00924030140,1459.53,
6442162,000236,00924030310,1334.4,
6442163,000237,00924030320,910.73,
6442164,000238,00924040130,955.17,
6442165,000239,00924040210,372.28,
6442166,000240,00924040230,462.74,
6442167,000241,00924040260,617.78,
6442169,000243,00930001005,922.69,
6442170,000244,00930001006,205.18,
6442171,000245,00930001007,974.22,
6442173,000247,00930001018,1119.66,
6442174,000248,00930002004,875.76,
6442176,000250,00930003003,1465.57,
6442177,000251,00930003004,642.89,
6442178,000252,00930003011,738.05,
6442179,000253,00930003015,936.95,
6442181,000255,00930003018,706.39,
6442182,000256,00930004005,955.81,
6442183,000257,00930004008,615.05,
6442184,000258,00930004011,518.91,
6442185,000259,00930005001,853.08,
6442188,000262,00936000000,2575.67,
6442190,000264,00939005000,8582.7,
6442191,000265,00943010010,1021.13,
6442194,000268,00960010230,1252,
6442196,000270,00977010610,1025.51,
6442197,000271,00985001005,929.95,
6442198,000272,00986007000,549.09,
6442199,000273,00986009010,485.99,
6442200,000274,00988005020,245.66,
6442202,000276,00989000004,1080.51,
6442203,000277,00989000008,762.77,
6442204,000278,00989000009,539.59,
6442205,000279,00989002090,1416.06,
6442206,000280,00994001000,1102.01,
6442208,000282,00997002000,840.77,
6442209,000283,00997003000,864.55,
6442210,000284,01002001010,881.84,
6442211,000285,01004000001,5834.33,
6442212,000286,01004010020,1564.12,
6442214,000288,01014002014,287.3,
6442215,000289,01014004002,421.53,
6442216,000290,01014012000,1457.53,
6442217,000291,01024020090,1234.31,
6442218,000292,01028020150,553.72,
6442219,000293,01030020170,848.35,
6442220,000294,01030020171,972.26,
6442221,000295,01035020260,499.07,
6442222,000296,01040020370,1124.23,
6442223,000297,01044020442,645.42,
6442224,000298,01044020443,575.75,
6442225,000299,01047020500,2729.61,
6442227,000301,01051020660,2871.43,
6442228,000302,01054020700,1266.82,
6442229,000303,01054020712,864.6,
6442230,000304,01070020970,421.53,
6442232,000306,01105031300,1518.71,
6442233,000307,01109031370,834.98,
6442234,000308,01109031371,421.53,
6442235,000309,01116031500,1145.23,
6442236,000310,01121031580,3765.91,
6442237,000311,01130031740,494.22,
6442238,000312,01133031770,785.95,
6442239,000313,01134031794,1136.78,
6442240,000314,01141031910,807.82,
6442241,000315,01141031940,1789.4,
6442242,000316,01142031990,1532.52,
6442243,000317,01143032060,1548.59,
6442245,000319,01149032142,164.51,
6442248,000322,01176032420,467.56,
6442249,000323,01200040360,1564.91,
6442250,000324,01200040400,561.47,
6442251,000325,01201040410,561.47,
6442252,000326,01202040430,765.92,
6442253,000327,01202040480,1600.73,
6442254,000328,01205040630,566.45,
6442255,000329,01206040711,780.07,
6442256,000330,01206040740,1299.01,
6442257,000331,01206040780,674.37,
6442258,000332,01213003001,747.66,
6442259,000333,01213008020,427.99,
6442260,000334,01217000000,1077.88,
6442261,000335,01227001000,919.65,
6442265,000339,01246002000,678.59,
6442266,000340,01251001012,3811.07,
6442267,000341,01257010000,471.39,
6442268,000342,01264005000,1047.36,
6442269,000343,01269000000,1842.42,
6442270,000344,01270000000,2841.86,
6442272,000346,01272001000,2367.21,
6442273,000347,01276001008,1378.18,
6442274,000348,01276001015,385.66,
6442275,000349,01281001000,1480.76,
6442278,000352,01288000100,2476.72,
6442279,000353,01288000400,1325.06,
6442280,000354,01288000410,217.75,
6442281,000355,01288000700,867.15,
6442282,000356,01292001001,290.43,
6442283,000357,01294000000,176.9,
6442284,000358,01296000000,2529.5,
6442285,000359,01298002000,4582.5,
6442287,000361,01307003000,4993.38,
6442288,000362,01310000020,427.55,
6442289,000363,01310001002,853.47,
6442291,000365,01312000250,668.68,
6442292,000366,01312000290,252.96,
6442293,000367,01312000340,867.44,
6442294,000368,01323001000,117.69,
6442295,000369,01325002000,1315.12,
6442296,000370,01332001010,501.37,
6442297,000371,01347001000,1519.93,
6442298,000372,01352000010,1256.67,
6442299,000373,01352000011,1116.06,
6442300,000374,01352001001,1485.87,
6442301,000375,01352001002,1551.01,
6442302,000376,01352001003,1096.34,
6442303,000377,01362000000,127.85,
6442305,000379,01375000060,421.53,
6442306,000380,01375000080,1573.94,
6442307,000381,01375000090,428.3,
6442308,000382,01375000130,421.53,
6442309,000383,01375000150,887.34,
6442311,000385,01375000190,601.44,
6442312,000386,01375000210,247.95,
6442313,000387,01375000220,358.75,
6442314,000388,01375000280,251.65,
6442315,000389,01375000370,421.53,
6442316,000390,01375000400,897.39,
6442318,000392,01375000470,698.87,
6442319,000393,01375000530,557.62,
6442320,000394,01375000540,140.37,
6442321,000395,01375000770,248.74,
6442322,000396,01375000810,635.76,
6442323,000397,01375000830,487.74,
6442325,000399,01375000890,933.19,
6442326,000400,01375000900,1151.21,
6442327,000401,01375000980,263.21,
6442329,000403,01375001090,803.19,
6442330,000404,01377001001,1553.05,
6442333,000407,01379000330,1644.76,
6442334,000408,01379000400,736.81,
6442335,000409,01379000440,367.55,
6442336,000410,01379010170,583.06,
6442337,000411,01383000000,1330.8,
6442338,000412,01391000270,332.85,
6442339,000413,01391000300,333.62,
6442340,000414,01391000310,376.64,
6442341,000415,01391000320,528.55,
6442342,000416,01391000330,4126.17,
6442343,000417,01391000340,350.35,
6442344,000418,01391000440,479.27,
6442345,000419,01391010080,3140.88,
6442349,000423,01408010200,1115.73,
6442350,000424,01435010140,3884.02,
6442352,000426,01435010450,743.97,
6442353,000427,01437000001,1564.35,
6442354,000428,01441810010,514.17,
6442355,000429,01442810060,871.99,
6442356,000430,01447810230,978.09,
6442357,000431,01449830010,262.19,
6442358,000432,01451830030,1124.34,
6442359,000433,01455830100,209.82,
6442360,000434,01457580060,312.44,
6442361,000435,01457580080,311.76,
6442362,000436,01457590010,750.1,
6442363,000437,01457590020,242.54,
6442364,000438,01457600050,242.54,
6442365,000439,01457600060,242.54,
6442366,000440,01457600110,567.25,
6442367,000441,01457600180,734.09,
6442370,000444,01460830170,421.53,
6442371,000445,01460830210,966.17,
6442373,000447,01469840100,209.82,
6442374,000448,01473840180,284.86,
6442376,000450,01487860200,275.56,
6442377,000451,01490870080,209.82,
6442378,000452,01502820290,209.82,
6442379,000453,01507850220,700.43,
6442380,000454,01507850240,1209.72,
6442381,000455,01510880300,981.56,
6442382,000456,01510880310,696.58,
6442383,000457,01513760040,197.19,
6442384,000458,01513760120,197.19,
6442385,000459,01513900160,497.65,
6442386,000460,01513900260,817.75,
6442387,000461,01513900310,361.98,
6442388,000462,01513910020,421.53,
6442389,000463,01513910100,734.29,
6442390,000464,01513910120,209.82,
6442391,000465,01513910130,853.75,
6442392,000466,01513910280,209.82,
6442393,000467,01513910310,254.2,
6442394,000468,01513920160,284.86,
6442395,000469,01513920210,1310.75,
6442396,000470,01532000100,946.47,
6442397,000471,01532000190,455.96,
6442398,000472,01534010130,1333.3,
6442399,000473,01537630010,212.22,
6442400,000474,01538630020,212.22,
6442402,000476,01544630080,212.22,
6442403,000477,01548630140,212.22,
6442404,000478,01548630150,212.22,
6442405,000479,01548630160,212.22,
6442406,000480,01561630310,823.16,
6442407,000481,01562640050,212.22,
6442408,000482,01562640080,421.53,
6442409,000483,01563640170,1223.26,
6442410,000484,01575660130,822.8,
6442411,000485,01578660180,819.17,
6442413,000487,01593670100,1047.34,
6442415,000489,01612690140,212.22,
6442416,000490,01619690270,212.22,
6442417,000491,01622690320,212.22,
6442418,000492,01629720130,212.22,
6442419,000493,01632720190,212.22,
6442420,000494,01641770080,421.53,
6442421,000495,01645770120,421.53,
6442422,000496,01645770130,421.53,
6442423,000497,01648770230,698.57,
6442424,000498,01649770260,1245.66,
6442425,000499,01649770290,525.14,
6442426,000500,01651780140,672.79,
6442427,000501,01651780150,247.53,
6442428,000502,01653790070,212.22,
6442430,000504,01678800130,601.28,
6442433,000507,01703850110,834.32,
6442434,000508,01703850120,620.86,
6442435,000509,01705880020,1866.12,
6442436,000510,01712650010,2183.52,
6442437,000511,01719700080,1116.11,
6442438,000512,01721710070,285.77,
6442439,000513,01733740140,220.03,
6442440,000514,01755000000,920.11,
6442441,000515,01768001002,342.37,
6442443,000517,01780001010,194.65,
6442444,000518,01783000000,511.85,
6442445,000519,01784000000,421.53,
6442446,000520,01785000000,266.77,
6442449,000523,01840000000,252.38,
6442450,000524,01842000130,1339.65,
6442452,000526,01864002002,535.99,
6442453,000527,01864003000,1246.69,
6442454,000528,01867002001,680.49,
6442455,000529,01869000100,770.98,
6442456,000530,01870000019,2456.32,
6442457,000531,01872000060,417.84,
6442458,000532,01881001000,73.22,
6442459,000533,01888002030,1432.58,
6442460,000534,01889001000,719.14,
6442461,000535,01896001000,1736.4,
6442462,000536,01906001060,1195.81,
6442463,000537,01909000010,191.95,
6442465,000539,01917000120,1079.91,
6442466,000540,01917000170,1617.75,
6442467,000541,01917000180,563.53,
6442468,000542,01917000260,680.12,
6442471,000545,01944003030,195.62,
6442472,000546,01944003040,200.03,
6442474,000548,01949002000,927.51,
6442476,000550,01953007000,279.11,
6442478,000552,01967001000,421.53,
6442479,000553,01978000000,747.38,
6442480,000554,01978002000,756.51,
6442481,000555,01978003000,100.76,
6442482,000556,02002002000,1494.94,
6442483,000557,02007001000,3921.64,
6442484,000558,02014001000,804.01,
6442486,000560,02042000000,805.17,
6442488,000562,02045000000,1009.21,
6442489,000563,02045001000,117.44,
6442490,000564,02045001010,147.8,
6442491,000565,02047003000,5756.34,
6442493,000567,02048002000,507.46,
6442494,000568,02049002030,271.18,
6442495,000569,02049005000,445.3,
6442497,000571,02055002000,1201.96,
6442498,000572,02056003000,495.77,
6442500,000574,02059004002,1125.07,
6442501,000575,02059004020,421.53,
6442502,000576,02059005010,432.93,
6442503,000577,02059006000,1699.59,
6442504,000578,02064010220,483.83,
6442505,000579,02069000020,2246.79,
6442508,000582,02077001000,867.01,
6442509,000583,02088004002,936.68,
6442510,000584,02090000000,893.32,
6442511,000585,02090001000,822.2,
6442512,000586,02094000000,1399.22,
6442513,000587,02095002000,1922.97,
6442514,000588,02101001000,872.67,
6442515,000589,02108010110,1096.34,
6442516,000590,02119000000,240.47,
6442517,000591,02121000000,973.14,
6442518,000592,02136002000,1396.99,
6442519,000593,02148000000,5149.75,
6442521,000595,02164001002,424.29,
6442522,000596,02164002000,441.11,
6442523,000597,02166000000,258.6,
6442524,000598,02168000000,758.9,
6442525,000599,02168000010,269.36,
6442526,000600,02173000000,822.57,
6442527,000601,02179000000,225.54,
6442528,000602,02183001020,2143.06,
6442529,000603,02184010060,737.71,
6442531,000605,02200000000,481.04,
6442532,000606,02202000000,817.57,
6442533,000607,02202001000,575.27,
6442536,000610,02213000000,469.58,
6442537,000611,02214001010,535.99,
6442538,000612,02215001000,395.72,
6442539,000613,02215003000,191.95,
6442540,000614,02220000000,404.4,
6442541,000615,02226000000,1797.77,
6442543,000617,02229006000,103.3,
6442544,000618,02230000030,1421,
6442545,000619,02230000190,1182.2,
6442546,000620,02230000210,119.26,
6442547,000621,02251000000,447.14,
6442548,000622,02251001000,1119,
6442549,000623,02260000000,79.8,
6442550,000624,02267000000,1358.73,
6442551,000625,02270004000,191.95,
6442552,000626,02271000000,328.45,
6442553,000627,02273000000,191.95,
6442554,000628,02279010030,847.62,
6442555,000629,02280000000,778.7,
6442556,000630,02287000000,3163.84,
6442557,000631,02289001001,1006.61,
6442558,000632,02292000000,540.4,
6442559,000633,02298000000,224.08,
6442560,000634,02298001000,216.5,
6442561,000635,02341003000,406.29,
6442562,000636,02368000000,1547.32,
6442563,000637,02374000000,124.8,
6442564,000638,02381000000,764.57,
6442565,000639,02382001000,562.92,
6442566,000640,02382002000,1885.4,
6442567,000641,02388030050,682.55,
6442569,000643,02390000000,8823.39,
6442570,000644,02407000020,925.52,
6442571,000645,02407000070,1167.89,
6442572,000646,02409000000,520.19,
6442573,000647,02417000000,198.51,
6442574,000648,02418000000,2313.29,
6442575,000649,02436000120,439.18,
6442576,000650,02436000130,431.78,
6442577,000651,02436000140,380.94,
6442578,000652,02436000270,57.64,
6442580,000654,02441010100,301.09,
6442581,000655,02441010320,215.83,
6442582,000656,02443000000,108.67,
6442584,000658,02443006000,1115.93,
6442585,000659,02446000002,3495.83,
6442586,000660,02446004000,2691.43,
6442587,000661,02456001000,191.95,
6442588,000662,02468002000,1196.45,
6442589,000663,02469000000,1565.53,
6442590,000664,02473001000,2011.87,
6442591,000665,02474000000,328.44,
6442592,000666,02483005000,1120.22,
6442593,000667,02483007002,443.6,
6442594,000668,02483007003,3761.48,
6442595,000669,02484000000,384.34,
6442596,000670,02490002000,104.65,
6442597,000671,02490003000,984.48,
6442598,000672,02492001000,1842.92,
6442600,000674,02500004000,1220.54,
6442601,000675,02506000000,1978.73,
6442602,000676,02534001001,824.02,
6442603,000677,02534001010,132.86,
6442606,000680,02535000060,1562.52,
6442607,000681,02535000090,842.65,
6442608,000682,02535000160,454.76,
6442609,000683,02535000340,694.72,
6442610,000684,02535000370,421.53,
6442611,000685,02542001000,1008.34,
6442613,000687,02552000050,1477.76,
6442614,000688,02552000070,718.64,
6442615,000689,02552000200,1486.26,
6442616,000690,02555000001,241.03,
6442617,000691,02557000000,6853.54,
6442619,000693,02559008000,247.02,
6442620,000694,02567000000,1550.74,
6442621,000695,02572001010,132.86,
6442622,000696,02572002000,1221.35,
6442624,000698,02581000000,1142.77,
6442628,000702,02592001000,6623.48,
6442629,000703,02592002000,850.38,
6442631,000705,02618001000,1403.42,
6442632,000706,02618002001,412.19,
6442633,000707,02618003002,421.53,
6442634,000708,02626004000,3527.32,
6442635,000709,02632010080,219.94,
6442636,000710,02632011000,57.64,
6442639,000713,02650000000,144.74,
6442640,000714,02650003000,471.5,
6442641,000715,02652000000,1107.53,
6442642,000716,02654000040,779.08,
6442643,000717,02660000120,505.9,
6442644,000718,02671000000,1756.13,
6442646,000720,02710000000,137.66,
6442647,000721,02712000070,1295.68,
6442649,000723,02712000252,1301.78,
6442650,000724,02712000260,1632.38,
6442651,000725,02712001000,351.36,
6442652,000726,02714001000,5095.81,
6442654,000728,02734002000,2946.54,
6442655,000729,02734003000,6367.23,
6442656,000730,02734003010,4023.61,
6442657,000731,02735001000,441.17,
6442658,000732,02746010020,483.44,
6442659,000733,02746010040,441.74,
6442660,000734,02748002000,535.99,
6442661,000735,02751001000,754.88,
6442662,000736,02752000000,699.41,
6442663,000737,02754000000,2654.72,
6442664,000738,02763005002,421.53,
6442665,000739,02770001010,151.77,
6442666,000740,02770001080,3280.63,
6442667,000741,02771000000,124.8,
6442668,000742,02774002000,185.5,
6442670,000744,02784000006,828.88,
6442673,000747,02784000028,1309.12,
6442674,000748,02804000000,57.64,
6442675,000749,02821000000,97.93,
6442676,000750,02823003000,591.51,
6442677,000751,02823005000,591.51,
6442678,000752,02823006000,598.18,
6442679,000753,02825000010,1384.4,
6442680,000754,02825000011,90.6,
6442681,000755,02825000012,65.76,
6442682,000756,02828000040,248.57,
6442683,000757,02840000010,109.89,
6442684,000758,02840000020,423.28,
6442685,000759,02851000000,78.35,
6442686,000760,02851002000,421.53,
6442687,000761,02854001000,383.59,
6442688,000762,02854002000,53.95,
6442689,000763,02854004000,455.16,
6442690,000764,02856003000,1165.22,
6442691,000765,02856005000,2479.66,
6442692,000766,02863001000,191.95,
6442695,000769,02865007003,81.38,
6442696,000770,02865010000,2809.97,
6442697,000771,02865012001,1480.79,
6442698,000772,02869000000,635.78,
6442699,000773,02871000000,57.64,
6442700,000774,02874002080,875.87,
6442701,000775,02877001000,562.27,
6442702,000776,02877002000,148.98,
6442703,000777,02877005000,259.09,
6442704,000778,02880000000,2723.98,
6442706,000780,02893001000,558.01,
6442707,000781,02893002000,1245.87,
6442710,000784,02898001030,38.34,
6442712,000786,02927000000,537.9,
6442713,000787,02927001000,1335.08,
6442715,000789,02931001011,672.11,
6442717,000791,02932000030,959.93,
6442718,000792,02932000160,826.55,
6442719,000793,02932000170,864.68,
6442720,000794,02932000200,1075.85,
6442721,000795,02933004060,675.59,
6442722,000796,02934002000,65.76,
6442723,000797,02936000030,437.42,
6442724,000798,02936000050,566.52,
6442725,000799,02936000060,527.61,
6442726,000800,02938010020,447.17,
6442727,000801,02940000000,1770.33,
6442728,000802,02940000200,1605.93,
6442729,000803,02940000300,2368.16,
6442731,000805,02942010040,755.24,
6442732,000806,02943010030,1521.05,
6442733,000807,02943020030,520.84,
6442734,000808,02943030030,940.38,
6442736,000810,02946001000,881.65,
6442738,000814,02947002000,259.83,
6442739,000815,02948001000,57.64,
6442740,000816,02955010030,254.64,
6442741,000817,02955010040,2389.12,
6442742,000818,02955010110,1277.41,
6442743,000819,02955020130,477.2,
6442744,000820,02955020190,477.2,
6442745,000821,02955020300,477.2,
6442746,000822,02962000000,929.52,
6442747,000823,02967002200,380.73,
6442748,000824,02967002210,330.23,
6442749,000825,02967002250,588.77,
6442750,000826,02982110001,860.17,
6442751,000827,03000000090,918.82,
6442752,000828,03000000140,443.55,
6442753,000829,03008000000,1552.06,
6442754,000830,03009001000,1129.06,
6442755,000831,03009001040,72.32,
6442756,000832,03015010080,1507.86,
6442757,000833,03015010110,442.79,
6442758,000834,03015010113,846.86,
6442759,000835,03015010114,2139.9,
6442760,000836,03015010230,973.86,
6442761,000837,03016020100,2056.69,
6442762,000838,03016030040,532.41,
6442763,000839,03016030080,530.55,
6442764,000840,03020000000,1101.67,
6442765,000841,03020000001,879.01,
6442766,000842,03021000000,1122.44,
6442768,000844,03033000000,259.22,
6442770,000846,03048010030,551.41,
6442771,000847,03060001000,476.23,
6442772,000848,03061000000,5309.36,
6442773,000849,03061002000,3190.04,
6442774,000850,03061003000,125.48,
6442775,000851,03062000000,1502.14,
6442776,000852,03069000000,1397.46,
6442777,000853,03088000000,942.95,
6442778,000854,03147001001,752.95,
6442779,000855,03147001013,49.08,
6442780,000856,03147001014,3328.42,
6442781,000857,03150001000,6594.58,
6442782,000858,03150001001,562.19,
6442783,000859,03150003000,4636.92,
6442784,000860,03150004000,2241.15,
6442785,000861,03150005000,2907.04,
6442786,000862,03150005001,1780.47,
6442788,000864,03151010040,885.63,
6442790,000866,03151010430,559.57,
6442792,000868,03158005000,1508.14,
6442794,000870,03162004000,678.51,
6442796,000872,03164000150,1446.33,
6442797,000873,03164000270,333.84,
6442800,000876,03165000170,971.47,
6442801,000877,03169001020,1123.87,
6442802,000878,03171000040,281.92,
6442805,000881,03188001000,56.28,
6442806,000882,03189000000,57.64,
6442807,000883,03190000000,603.53,
6442808,000884,03190001000,422.41,
6442809,000885,03190002000,341.88,
6442810,000886,03192000010,1210.23,
6442811,000887,03193000000,2515.38,
6442812,000888,03193001000,736.79,
6442813,000889,03195003000,2617.38,
6442814,000890,03195004000,753.55,
6442816,000892,03207003001,81.47,
6442817,000893,03215000000,1263.01,
6442819,000895,03215002050,669.72,
6442820,000896,03215003070,375.71,
6442821,000897,03215003080,2874.98,
6442822,000898,03232010050,103.4,
6442823,000899,03232010110,2319.33,
6442824,000900,03232010120,1316.72,
6442825,000901,03232010190,495.21,
6442828,000904,03252000070,424.06,
6442829,000905,03252000110,460.7,
6442830,000906,03273003000,1666.15,
6442831,000907,03279001010,991.62,
6442832,000908,03283001000,832.72,
6442833,000909,03286001003,2219.93,
6442834,000910,03286001009,894.14,
6442835,000911,03292000090,836.69,
6442838,000914,03299001004,824.89,
6442839,000915,03299001007,976.7,
6442840,000916,03310000050,2135.56,
6442841,000917,03310000060,1015.61,
6442842,000918,03314000031,382.65,
6442844,000921,03320030170,903.01,
6442845,000922,03320030220,557.97,
6442846,000923,03320030250,822.9,
6442847,000925,03328000000,659.56,
6442848,000926,03328000130,952.98,
6442849,000927,03337000000,89.23,
6442850,000928,03338001010,378.91,
6442851,000929,03341000000,853.02,
6442852,000930,03343002000,322.22,
6442853,000931,03343004000,421.53,
6442854,000932,03343005000,1256.17,
6442855,000933,03343007001,81.99,
6442856,000934,03343007002,60.34,
6442857,000935,03344000000,217.7,
6442858,000936,03349000000,84.58,
6442859,000937,03350000000,104.19,
6442860,000938,03352001000,690.71,
6442861,000939,03353001021,2752.29,
6442862,000940,03353002001,1805.19,
6442863,000941,03353002002,1186.95,
6442864,000942,03358009003,1313,
6442865,000943,03363000010,571.95,
6442866,000944,03363000090,613.43,
6442867,000945,03363000100,613.43,
6442868,000946,03363000201,409.28,
6442870,000948,03366006000,424.19,
6442871,000949,03367001000,3236.99,
6442872,000950,03371000050,643.01,
6442873,000951,03378010130,98.15,
6442874,000952,03380010230,524.58,
6442876,000954,03383400070,421.53,
6442877,000955,03385060010,118.42,
6442878,000956,03388060090,98.15,
6442879,000957,03390060130,98.15,
6442882,000960,03392060220,98.15,
6442883,000961,03394080050,98.15,
6442886,000964,03394080170,77.9,
6442888,000966,03397110120,758.11,
6442890,000968,03399030006,73.87,
6442891,000969,03399030009,122.56,
6442892,000970,03399030013,90.1,
6442893,000971,03399030017,90.1,
6442894,000972,03399030019,90.1,
6442895,000973,03399030022,73.87,
6442896,000974,03399040001,90.1,
6442897,000975,03399040003,73.87,
6442898,000976,03399040004,90.1,
6442899,000977,03399040011,90.1,
6442900,000978,03399040020,73.87,
6442901,000979,03399040022,73.87,
6442902,000980,03399050010,73.87,
6442903,000981,03399050011,73.87,
6442904,000982,03399050018,90.1,
6442905,000983,03399050023,90.1,
6442906,000984,03399070000,447.16,
