RA_ITEMID	ADVNUM	PARCEL	FACEVALUE	BID
6436322	000350	2273N2W0230000010070	3058.63	
6436323	000351	2273N2W02500000B0120	612.5	
6436324	000352	2273N2W02500000C0270	2237.83	
6436325	000353	2283N2W02550000B0140	3651.52	
6436326	000354	2313N2W0000003320000	892.65	
6436327	000355	2313N2W0000004130100	1342.3	
6436328	000356	2313N2W0000004221100	1474.26	
6436329	000357	2313N2W02570000E0030	346.67	
6436330	000358	2313N2W02570000E0051	646.65	
6436331	000359	2313N2W02570000E0200	187.15	
6436332	000360	2323N2W0000001130300	503.72	
6436334	000362	2323N2W0000003233000	239.64	
6436341	000369	2333N2W02590000B0111	772.61	
6436342	000370	2333N2W15220000A0070	1322.51	
6436344	000372	2333N2W15220000C0010	418.02	
6436345	000373	2333N2W15220000C0190	852.7	
6436346	000374	2343N2W0000001110400	54.82	
6436347	000375	2343N2W0000001110500	4759.32	
6436348	000376	2343N2W0000001141000	1355.89	
6436349	000377	2343N2W0000001240700	55.3	
6436350	000378	2343N2W0000001320700	1764.92	
6436351	000379	2343N2W0000002310400	2379.69	
6436352	000380	2343N2W0000002320100	259.77	
6436353	000381	2343N2W0000002342100	824.64	
6436354	000382	2343N2W0000002346000	844.98	
6436355	000383	2343N2W0000002347000	730.69	
6436356	000384	2343N2W0000002410000	3705.72	
6436357	000385	2343N2W0000003130200	81.89	
6436359	000387	2343N2W0000004120300	537.86	
6436360	000388	2343N2W0000004240100	7169.21	
6436361	000389	2343N2W0270000190010	765.51	
6436362	000390	2343N2W02800000C0010	65.36	
6436363	000391	2343N2W02800000E0110	2139.94	
6436364	000392	2343N2W02800000E0150	543.4	
6436365	000393	2343N2W02800000E0170	128.92	
6436366	000394	2343N2W02800000E0200	57.15	
6436367	000395	2343N2W02800000F0070	582.39	
6436368	000396	2343N2W02800000G0010	188.86	
6436369	000397	2343N2W02800000G0020	827.45	
6436370	000398	2343N2W02800000G0040	1205.3	
6436371	000399	2343N2W02800000G0120	203.53	
6436372	000400	2343N2W02800000G0180	1088.16	
6436373	000401	2343N2W02800000J0080	695.87	
6436374	000402	2343N2W02800000J0100	806.5	
6436375	000403	2343N2W02800000J0200	48.9	
6436376	000404	2343N2W02800000K0020	672.11	
6436377	000405	2343N2W02800000K0070	1310.39	
6436378	000406	2343N2W02800000L0110	893.77	
6436380	000408	2343N2W02900000A0190	668.39	
6436381	000409	2343N2W02900000B0090	343.94	
6436382	000410	2343N2W02900000B0260	396.98	
6436383	000411	2343N2W02910000C0070	1023.52	
6436384	000412	2343N2W02910000D0050	272.36	
6436385	000413	2343N2W02910000D0190	1409.64	
6436386	000414	2343N2W02910000D0220	806.04	
6436389	000417	2343N2W0310000030290	388.91	
6436390	000418	2343N2W03150000A0010	817.28	
6436391	000419	2343N2W03150000A0080	504.44	
6436392	000420	2343N2W03150000A0140	499.14	
6436394	000422	2343N2W03150000A0270	1105.85	
6436395	000423	2343N2W03150000A0330	804.18	
6436396	000424	2343N2W03150000B0040	824.64	
6436397	000425	2343N2W03150000B0080	992.99	
6436399	000427	2343N2W03150000B0150	903.62	
6436400	000428	2343N2W03150000C0140	230.91	
6436401	000429	2353N2W0000001210000	737.14	
6436402	000430	2353N2W0000001210200	915.69	
6436405	000433	2353N2W0000002120500	1717.53	
6436406	000434	2353N2W0000002130400	1886.34	
6436407	000435	2353N2W0000002230500	90.07	
6436408	000436	2353N2W0000002230600	546.36	
6436409	000437	2353N2W0000002230700	188.86	
6436410	000438	2353N2W0000002230800	188.86	
6436412	000440	2353N2W0000002231200	300.99	
6436413	000441	2353N2W0000002232800	544.17	
6436414	000442	2353N2W0000002240100	315.76	
6436415	000443	2353N2W0000002240700	188.86	
6436416	000444	2353N2W0000002241700	520.08	
6436418	000446	2353N2W0000002320300	188.86	
6436420	000448	2353N2W0000002330510	625.42	
6436421	000449	2353N2W0000003320400	637	
6436422	000450	2353N2W0000003331700	352.89	
6436423	000451	2353N2W0000003333300	165.95	
6436424	000452	2353N2W03200000A0010	960.27	
6436425	000453	2353N2W03200000C0010	106.54	
6436427	000455	2353N2W03200000C0110	1122.59	
6436430	000458	2353N2W03200000E0071	106.54	
6436431	000459	2353N2W03200000E0120	293.49	
6436433	000461	2353N2W03200000F0010	188.86	
6436434	000462	2353N2W03200000F0020	745.74	
6436435	000463	2353N2W03200000F0070	1658	
6436437	000465	2353N2W03200000F0090	775.36	
6436438	000466	2353N2W03200000F0130	1715.19	
6436439	000467	2353N2W0321000000580	281.82	
6436441	000469	2353N2W0330000020010	164.15	
6436442	000470	2363N2W0000002410100	1922.67	
6436443	000471	2363N2W0000003320200	341.65	
6436444	000472	2363N2W0000004410000	836.18	
6436447	000475	2033N3W0000002100000	2607.57	
6436448	000476	2033N3W0000004110200	132.98	
6436449	000477	2033N3W0000004320200	548.15	
6436451	000479	2033N3W0335000000070	249.3	
6436452	000480	2033N3W3840000000030	435.51	
6436453	000481	2033N3W3840000000040	139.99	
6436454	000482	2033N3W3840000000050	419.02	
6436455	000483	2033N3W7140000000030	1131.93	
6436456	000484	2043N3W0000003410000	1070.04	
6436457	000485	2123N3W0000001330200	84.65	
6436458	000486	2123N3W0000001340500	671.76	
6436459	000487	2123N3W0000001340900	172.97	
6436460	000488	2123N3W0000002411500	626.07	
6436461	000489	2123N3W0000004120100	163.69	
6436462	000490	2133N3W0000004210100	415.44	
6436464	000492	2173N3W0000002430100	1228.11	
6436465	000493	2173N3W0000002430400	570.59	
6436466	000494	2173N3W0000002431300	215.06	
6436467	000495	2173N3W0000002431400	139.37	
6436468	000496	2173N3W0000003210100	395.05	
6436469	000497	2173N3W0000003220500	329.19	
6436470	000498	2183N3W0000001410100	263.54	
6436471	000499	2183N3W0000001440300	49.46	
6436472	000500	2183N3W0000001440600	330.47	
6436473	000501	2183N3W0000001440700	139.34	
6436474	000502	2183N3W0000001441000	35.73	
6436475	000503	2183N3W0000004220200	259.4	
6436477	000505	2183N3W0000004230300	254.52	
6436478	000506	2183N3W0000004240500	1908.67	
6436480	000508	2183N3W0340000000110	53.01	
6436481	000509	2183N3W0340000000200	685.09	
6436482	000510	2193N3W0000001210300	426.87	
6436483	000511	2193N3W0000001210400	101.77	
6436484	000512	2193N3W03500000B0200	784.67	
6436485	000513	2193N3W03500000C0280	125.76	
6436486	000514	2193N3W03500000C0300	727.54	
6436487	000515	2233N3W0000003220300	176.06	
6436488	000516	2233N3W0000003220900	45.83	
6436489	000517	2233N3W0000003410300	316.36	
6436491	000519	2243N3W0000003130100	667.42	
6436492	000520	2243N3W0000003400000	2268.44	
6436493	000521	2243N3W0000004300000	531.57	
6436496	000524	2253N3W0000001140500	1073.93	
6436497	000525	2253N3W0000001230400	719.65	
6436498	000526	2253N3W0000001240500	432.92	
6436499	000527	2263N3W0000002210300	59.3	
6436500	000528	2263N3W0000002220300	82.11	
6436501	000529	2273N3W0000002240100	541.56	
6436502	000530	2273N3W0000003330100	124.49	
6436503	000531	2273N3W0000003331000	80.6	
6436504	000532	2273N3W0000003410200	178.86	
6436505	000533	2273N3W0000003420100	462.89	
6436506	000534	2273N3W0000003420500	2477.35	
6436508	000536	2303N3W0000002310100	424.97	
6436511	000539	2303N3W0000002440600	1255.07	
6436512	000540	2303N3W0000003110100	863.67	
6436515	000543	2313N3W0000003120100	151.71	
6436516	000544	2313N3W0000003120400	149.57	
6436519	000547	2333N3W0000004100000	359.03	
6436520	000548	2333N3W0000004430100	72.62	
6436521	000549	2343N3W0000003120500	457.47	
6436522	000550	2343N3W0000003121000	558.82	
6436523	000551	2343N3W0000003130100	280.19	
6436524	000552	2343N3W0000003230500	482.04	
6436525	000553	2343N3W0000003230700	230.84	
6436526	000554	2343N3W0000003320500	150.34	
6436527	000555	2343N3W0000003340300	116.21	
6436528	000556	2343N3W04000000D0040	824.51	
6436529	000557	2343N3W04000000E0070	515.34	
6436530	000558	2343N3W1502000000070	432.85	
6436532	000560	2343N3W1518000000050	644.9	
6436533	000561	2343N3W3330000000020	202.86	
6436534	000562	2363N3W0000004100000	364.26	
6436535	000563	2363N3W0000004300100	45.36	
6436536	000564	2013N4W0000002210500	561.32	
6436537	000565	2023N4W0000001130000	3733.55	
6436538	000566	2023N4W0000001330300	205.66	
6436539	000567	2023N4W0000002110200	334.44	
6436540	000568	2023N4W0000002110300	368.16	
6436541	000569	2023N4W0000002110500	546.5	
6436542	000570	2023N4W0000002110600	40.8	
6436543	000571	2023N4W0000002120100	1467.38	
6436544	000572	2023N4W0000002130200	358.95	
6436545	000573	2023N4W0000002130300	386.08	
6436546	000574	2023N4W0000002130500	319.72	
6436547	000575	2023N4W0000002140100	179.07	
6436548	000576	2023N4W0000002210000	64.06	
6436550	000578	2023N4W0000002330100	1239.94	
6436551	000579	2023N4W0000002330300	182.97	
6436552	000580	2023N4W0000002340200	1936.75	
6436553	000581	2023N4W0000002340400	1129.15	
6436554	000582	2023N4W0000002410500	543.59	
6436555	000583	2023N4W0000002420200	721.67	
6436557	000585	2023N4W0000003132000	373.03	
6436560	000588	2023N4W0000003230600	291.57	
6436561	000589	2023N4W0000004340100	261.11	
6436563	000591	2033N4W0000002410300	180.02	
6436564	000592	2033N4W0000004210100	987.35	
6436565	000593	2033N4W0000004220000	860.3	
6436566	000594	2033N4W0000004430200	415.77	
6436567	000595	2033N4W1515000000040	159.18	
6436568	000596	2033N4W1515000000050	159.18	
6436569	000597	2033N4W1515000000060	159.18	
6436570	000598	2033N4W1515000000070	159.17	
6436571	000599	2033N4W1515000000110	648.14	
6436572	000600	2033N4W4310000000010	506.22	
6436575	000603	2083N4W0000004100100	1256.64	
6436576	000604	2093N4W0000003100300	2122.55	
6436577	000605	2093N4W0000003130200	192.58	
6436578	000606	2093N4W0000003130300	192.58	
6436579	000607	2093N4W0000003300000	1208.13	
6436580	000608	2093N4W0000003300300	1208.13	
6436581	000609	2093N4W0000004210000	235.59	
6436582	000610	2093N4W0000004210200	497.68	
6436583	000611	2093N4W0000004210300	497.68	
6436587	000615	2103N4W0000001420400	332.6	
6436589	000617	2113N4W0000003100000	2312.7	
6436590	000618	2143N4W0000002300200	316.36	
6436591	000619	2143N4W0000002300500	517.74	
6436592	000620	2143N4W0000002330300	404.38	
6436593	000621	2143N4W0000002420100	8649.44	
6436594	000622	2143N4W0000003430100	591.36	
6436597	000625	2153N4W0000001120200	144.37	
6436598	000626	2153N4W0000001121300	2261.82	
6436599	000627	2153N4W0000001140400	316.71	
6436601	000629	2153N4W0000001211000	286.44	
6436602	000630	2153N4W0000001240400	159.44	
6436603	000631	2153N4W0000001241000	471.71	
6436604	000632	2153N4W0000001310300	338.17	
6436605	000633	2153N4W0000001330100	1191.26	
6436606	000634	2153N4W0000001330500	1031.01	
6436607	000635	2153N4W0000001340100	226.58	
6436608	000636	2153N4W0000001420100	1026.71	
6436609	000637	2153N4W0000001420200	804.52	
6436610	000638	2153N4W0000001430400	171.72	
6436611	000639	2153N4W0000001440100	1269.65	
6436612	000640	2153N4W0000002111400	299.02	
6436613	000641	2153N4W0000002120200	680.19	
6436616	000644	2153N4W0000002220200	133.79	
6436617	000645	2153N4W0000002220700	79.08	
6436619	000647	2153N4W0000002420100	389.81	
6436620	000648	2153N4W0000002420700	484.37	
6436621	000649	2153N4W0000002430200	610.67	
6436622	000650	2153N4W0000002430400	511.75	
6436623	000651	2153N4W0000002430500	183.05	
6436624	000652	2153N4W0000002440100	244.78	
6436625	000653	2153N4W0000002440200	659.13	
6436627	000655	2153N4W0000003440000	2348.82	
6436628	000656	2163N4W0000002110000	1019.39	
6436629	000657	2163N4W0000002440100	134.01	
6436630	000658	2163N4W0000002440200	172.31	
6436631	000659	2163N4W0415000000070	380.25	
6436632	000660	2173N4W0000003000200	2260.64	
6436633	000661	2173N4W0000003000300	511.9	
6436635	000663	2183N4W0000001330100	466.96	
6436636	000664	2183N4W5620000000040	1262.74	
6436637	000665	2193N4W0000003100000	5328.82	
6436638	000666	2213N4W4710000000010	712.12	
6436639	000667	2213N4W4710000000040	53.66	
6436640	000668	2223N4W0000001110100	37.85	
6436641	000669	2233N4W0000001240600	2165.11	
6436642	000670	2233N4W0000001240700	142.7	
6436643	000671	2233N4W0000001321200	426.45	
6436644	000672	2233N4W0000001330000	739.35	
6436645	000673	2233N4W0000002110300	913.7	
6436647	000675	2233N4W0000004210700	147.24	
6436648	000676	2233N4W04100000B0040	835.31	
6436649	000677	2233N4W04100000C0040	432.19	
6436650	000678	2233N4W04100000C0050	125.3	
6436651	000679	2233N4W04100000E0010	529.76	
6436652	000680	2233N4W04100000E0020	367.61	
6436653	000681	2233N4W04100000F0030	148.15	
6436654	000682	2233N4W04100000F0090	171.38	
6436655	000683	2233N4W3103400000020	2325.75	
6436657	000685	2253N4W0000003340000	3442.51	
6436658	000686	2273N4W04360000B0110	1012.25	
6436659	000687	2273N4W1516000000001	235.72	
6436660	000688	2283N4W0434000040050	347.48	
6436661	000689	2283N4W0434000070020	293.51	
6436664	000692	2283N4W0434000120040	420.84	
6436665	000693	2293N4W0000003130100	971.86	
6436666	000694	2293N4W0000003130500	87.04	
6436667	000695	2293N4W0000003420200	208.72	
6436668	000696	2293N4W0000003420210	339.59	
6436669	000697	2293N4W0000003420250	304.16	
6436670	000698	2293N4W0000003420270	868.83	
6436671	000699	2293N4W0000003420500	143.68	
6436675	000703	2293N4W0000003423200	730.39	
6436676	000704	2293N4W0000003440500	607.15	
6436677	000705	2293N4W0000003440600	535	
6436679	000707	2293N4W0000003441200	2309.25	
6436682	000710	2293N4W0000004340100	311.06	
6436683	000711	2293N4W0420000000341	920.35	
6436685	000713	2303N4W0000004110700	582.75	
6436686	000714	2303N4W0000004110900	403.02	
6436688	000716	2303N4W0000004111100	187.83	
6436689	000717	2303N4W0000004112800	686.51	
6436690	000718	2303N4W0000004130400	480.62	
6436691	000719	2303N4W0000004130700	495.28	
6436694	000722	2303N4W0000004310300	776.9	
6436695	000723	2303N4W0000004413000	151.4	
6436696	000724	2303N4W0000004430100	342.41	
6436698	000726	2303N4W0000004431000	422.82	
6436701	000729	2303N4W0000004431500	196.55	
6436703	000731	2303N4W0425000000180	1870.6	
6436704	000732	2303N4W0425000000200	1109.2	
6436705	000733	2313N4W0000001430000	1285.34	
6436706	000734	2313N4W0000002400200	501.42	
6436709	000737	2313N4W4820000000010	590.6	
6436710	000738	2313N4W4820000000030	846.74	
6436711	000739	2313N4W4820000000050	723.78	
6436713	000741	2323N4W0000003220100	244.61	
6436715	000743	2323N4W0000003240300	174.28	
6436716	000744	2323N4W0000004320200	54.96	
6436717	000745	2323N4W0430000130040	1053.57	
6436718	000746	2323N4W0430000220031	548.1	
6436719	000747	2323N4W0430000230011	624.14	
6436721	000749	2323N4W0430000250010	384.2	
6436723	000751	2323N4W0430000340010	127.99	
6436724	000752	2323N4W0430000420041	100.48	
6436725	000753	2323N4W0430000430010	176.76	
6436726	000754	2323N4W0430000430021	184.3	
6436727	000755	2323N4W0430000440030	548.41	
6436729	000757	2323N4W0430000510040	182.48	
6436730	000758	2323N4W0430000510041	322.46	
6436732	000760	2323N4W0430000550040	587.63	
6436733	000761	2323N4W0430000600020	273.26	
6436734	000762	2323N4W0430000600022	291.84	
6436735	000763	2323N4W0430000610012	558.48	
6436736	000764	2323N4W0430000630031	2883.62	
