AdvNum,Parcel,Face Amount
0001228,251013-497000C2-0240,80.55
0001229,251013-497000C2-0280,80.55
0001231,251013-497000C3-0070,80.55
0001232,251013-497000C3-0110,70.13
0001233,251013-497000C3-0160,70.13
0001234,251013-497000C3-0240,70.13
0001235,251013-497000C3-0320,70.13
0001239,251013-497000C4-0140,80.55
0001240,251013-497000C4-0160,70.13
0001241,251013-497000C4-0180,70.13
0001243,251013-497000C4-0230,80.55
0001244,251013-497000C4-0300,70.13
0001245,251013-497000C4-0310,70.13
0001247,251013-497000C5-0160,70.13
0001248,251013-497000C5-0170,70.13
0001249,251013-497000C5-0220,70.13
0001252,251013-497000C5-0280,80.55
0001253,251013-497000C5-0300,70.13
0001255,251013-497000C5-0320,70.13
0001257,251013-497000C6-0210,70.13
0001258,251013-497000C6-0320,70.13
0001259,251013-497000D1-0010,70.13
0001260,251013-497000D1-0020,70.13
0001261,251013-497000D1-0040,70.13
0001264,251013-497000D1-0110,70.13
0001267,251013-497000D1-0210,80.55
0001270,251013-497000D1-0280,143.15
0001271,251013-497000D2-0090,70.13
0001273,251013-497000D2-0310,70.13
0001274,251013-497000D2-0320,70.13
0001275,251013-497000D3-0010,70.13
0001278,251013-497000D3-0180,70.13
0001279,251013-497000D3-0190,80.55
0001280,251013-497000D3-0240,70.13
0001282,251013-497000D3-0260,70.13
0001283,251013-497000D3-0280,70.13
0001284,251013-497000D3-0290,70.13
0001285,251013-497000D3-0300,70.13
0001287,251013-497000D4-0020,70.13
0001293,251013-497000D5-0070,70.13
0001295,251013-497000D5-0150,70.13
0001299,251013-497000D5-0290,70.13
0001300,251013-497000D6-0040,70.13
0001302,251013-497000D6-0140,70.13
0001303,251013-497000D6-0170,70.13
0001304,251013-497000D6-0230,70.13
0001305,251013-497000D6-0250,70.13
0001306,251013-497000E1-0010,80.55
0001307,251013-497000E1-0030,70.13
0001308,251013-497000E1-0040,70.13
0001309,251013-497000E1-0210,70.13
0001310,251013-497000E1-0220,70.13
0001311,251013-497000E1-0230,70.13
0001312,251013-497000E2-0020,70.13
0001313,251013-497000E2-0030,70.13
0001314,251013-497000E2-0050,70.13
0001315,251013-497000E2-0060,70.13
0001316,251013-497000E2-0080,70.13
0001317,251013-497000E2-0090,70.13
0001321,251013-497000E3-0060,70.13
0001322,251013-497000E3-0080,70.13
0001323,251013-497000E3-0110,70.13
0001324,251013-497000E3-0120,70.13
0001325,251013-497000E3-0130,70.13
0001328,251013-497000E3-0210,70.13
0001329,251013-497000E3-0220,70.13
0001331,251013-497000E3-0270,70.13
0001332,251013-497000E3-0290,70.13
0001333,251013-497000E3-0300,70.13
0001334,251013-497000E3-0320,70.13
0001335,251013-497000E4-0030,80.55
0001336,251013-497000E4-0130,70.13
0001338,251013-497000E5-0080,70.13
0001339,251013-497000E6-0020,70.13
0001340,251013-497000E6-0040,70.13
0001341,251013-497000E6-0050,70.13
0001342,251013-497000E6-0090,70.13
0001495,310910-00000401-0000,105.86
0001509,311014-56650004-0140,89.64
0001510,311014-56650016-0050,89.64
0001511,311014-56650016-0070,89.64
0001512,311014-56650016-0090,89.64
0001514,311014-56650016-0200,89.64
0001517,311014-56650016-0240,89.64
0001518,311014-56650016-0280,89.64
0001519,311014-56650016-0350,89.64
0001520,311014-56650017-0120,89.64
0001523,311014-56650017-0330,89.64
0001528,311014-56650018-0190,89.64
0001529,311014-56650018-0200,89.64
0001531,311014-56650018-0290,89.64
0001534,311014-56650019-0150,89.64
0001536,311014-56650019-0250,89.64
0001537,311014-56650019-0280,117.74
0001538,311014-56650020-0060,89.64
0001539,311014-56650020-0080,89.64
0001540,311014-56650020-0090,89.64
0001541,311014-56650020-0100,89.64
0001542,311014-56650020-0140,89.64
0001546,311014-56650020-0350,89.64
0001547,311014-56650020-0360,89.64
0001548,311014-56650020-0370,89.64
0001549,311014-56650021-0010,109.61
0001552,311014-56650021-0080,89.64
0001553,311014-56650021-0110,89.64
0001554,311014-56650031-0010,117.74
0001555,311014-56650031-0050,89.64
0001558,311014-56650031-0080,89.64
0001559,311014-56650032-0050,89.64
0001562,311014-56650033-0070,89.64
0001564,311014-56650033-0100,71.66
0001565,311014-56650033-0130,89.64
0001575,311014-56650037-0090,89.64
0001597,330813-38560000-0560,149.41
0001723,361013-56650003-0040,89.64
0001727,361013-56650006-0310,89.64
0001728,361013-56650007-0010,89.64
0001730,361013-56650007-0300,89.64
0001734,361013-56650008-0040,89.64
0001735,361013-56650008-0050,117.74
0001739,361013-56650008-0300,89.64
0001743,361013-56650009-0020,89.64
0001746,361013-56650009-0180,111.75
0001747,361013-56650009-0230,89.64
0001748,361013-56650009-0250,89.64
0001750,361013-56650009-0420,89.64
0001752,361013-56650010-0070,89.64
0001753,361013-56650010-0080,89.64
0001756,361013-56650010-0270,89.64
0001758,361013-56650010-0290,89.64
0001759,361013-56650010-0360,89.64
0001760,361013-56650010-0370,89.64
0001761,361013-56650010-0380,89.64
0001763,361013-56650011-0140,89.64
0001767,361013-56650011-0260,89.64
0001771,361013-56650012-0090,96.2
0001772,361013-56650012-0100,89.64
0001774,361013-56650012-0190,89.64
0001775,361013-56650012-0230,89.64
0001777,361013-56650012-0280,89.64
0001778,361013-56650012-0290,89.64
0001779,361013-56650012-0310,89.64
0001780,361013-56650012-0320,89.64
0001782,361013-56650013-0040,89.64
0001783,361013-56650013-0070,389.21
0001785,361013-56650013-0190,89.64
0001789,361013-56650013-0360,89.64
0001793,361013-56650014-0040,89.64
0001798,361013-56650015-0140,139.33
0001799,361013-56650015-0230,93.8
0001800,361013-56650015-0250,89.64
0001801,361013-56650015-0300,89.64
0001805,361013-56650022-0170,89.64
0001814,361013-56650024-0050,89.64
0001816,361013-56650024-0240,89.64
0001820,361013-56650026-0070,89.64
0001828,361013-56650027-0080,89.64
0001830,361013-56650027-0170,78.22
0001832,361013-56650027-0200,78.22
0001833,361013-56650027-0210,78.22
0001836,361013-56650027-0380,89.64
0001838,361013-56650028-0140,89.64
0001842,361013-56650029-0130,89.64
0001843,361013-56650030-0070,89.64
