RA_ITEMID,ADVNUM,PARCEL,FACEVALUE,BID
6440182,000100,031213-6778000A-0360,3180.16,
6440185,000103,040814-68280000-0360,2603.44,
6440186,000104,041010-04230000-0190,58.73,
6440187,000105,041010-04230000-0250,296.74,
6440188,000106,041010-042300U2-0110,401.4,
6440190,000108,041012-00001483-0000,381.84,
6440191,000109,041012-00001489-0000,359.27,
6440192,000110,041012-00001492-0100,119.7,
6440193,000111,041012-00001492-0200,359.27,
6440194,000112,041012-00001496-0000,360.14,
6440196,000114,041012-00001498-0000,1508.9,
6440197,000115,041012-00001500-0000,1204.28,
6440198,000116,041012-00001522-0000,2375.12,
6440199,000117,041012-00001525-0001,1008.48,
6440200,000118,041012-00001535-0000,8384.54,
6440202,000120,041012-00001593-0000,1520.5,
6440204,000122,041012-00001607-0500,632.04,
6440205,000123,041012-00001661-0000,1457.2,
6440207,000125,041012-00001673-0101,111.52,
6440208,000126,041012-00001674-0000,359.27,
6440209,000127,041012-00001680-0000,833.91,
6440210,000128,041012-00001681-0000,1027.59,
6440211,000129,041012-00001685-0000,359.27,
6440213,000131,041012-00001697-0000,171.54,
6440214,000132,041012-00001700-0000,111.52,
6440215,000133,041012-00001710-0000,78.78,
6440216,000134,041012-00001712-0000,89.69,
6440217,000135,041012-00001727-0000,81.52,
6440218,000136,041012-00001727-0100,89.69,
6440219,000137,041012-00001728-0000,653.86,
6440220,000138,041012-00001729-0000,733.47,
6440221,000139,041012-00001734-0000,359.27,
6440223,000141,041012-00001737-0100,577.35,
6440224,000142,041012-00001741-0000,484.74,
6440225,000143,041012-00001744-0000,359.27,
6440227,000145,041012-00001746-0000,133.34,
6440228,000146,041012-00001750-0000,160.62,
6440229,000147,041012-00001758-0000,97.89,
6440230,000148,041012-00001763-0000,163.35,
6440231,000149,041012-00001764-0000,499.78,
6440232,000150,041012-00001771-0000,106.07,
6440233,000151,041012-00001851-0000,163.35,
6440234,000152,041012-00002000-0000,693.78,
6440235,000153,041012-14550000-0080,580.9,
6440236,000154,041012-14800000-0100,143.15,
6440237,000155,041012-14800000-0190,1673.73,
6440238,000156,041012-14800000-0240,776.8,
6440240,000158,041012-15390000-0070,1897.6,
6440241,000159,041012-16310000-0040,1440.81,
6440242,000160,041012-16310000-0052,67.87,
6440243,000161,041012-16310000-0080,1412.19,
6440244,000162,041012-16310000-0130,1035.76,
6440245,000163,041012-16310000-0150,514.85,
6440246,000164,041012-16630000-0030,1499.29,
6440247,000165,041012-16630000-0060,359.27,
6440250,000168,041012-16630000-0090,1480.38,
6440251,000169,041012-17900003-0000,1308.47,
6440252,000170,041012-18080001-0010,136.06,
6440253,000171,041012-18080001-0040,501.11,
6440254,000172,041012-18080001-0070,73.34,
6440255,000173,041012-18080003-0010,2141.17,
6440256,000174,041012-18080003-0020,1124.23,
6440257,000175,041012-18530001-0010,593.86,
6440258,000176,041012-18530004-0010,269.73,
6440259,000177,041012-18530004-0030,264.28,
6440260,000178,041012-18530006-0010,1123.02,
6440261,000179,041012-18530006-0020,272.45,
6440262,000180,041012-18530006-0030,842.88,
6440263,000181,041012-18530006-0041,163.35,
6440264,000182,041012-18530008-0020,359.27,
6440265,000183,041012-18860001-0030,1671.38,
6440266,000184,041012-18860006-0011,1958.45,
6440267,000185,041012-19290005-0010,560.27,
6440268,000186,041012-19410002-0020,1488.58,
6440269,000187,041012-19410004-0110,1108.82,
6440270,000188,041012-19410004-0130,911.79,
6440272,000190,041012-1983000A-0010,359.27,
6440273,000191,041012-1983000A-0060,496.14,
6440274,000192,041012-1983000B-0030,359.27,
6440275,000193,041012-1983000D-0001,108.79,
6440276,000194,041012-1983000F-0010,1788.63,
6440277,000195,041012-1983000F-0060,163.35,
6440279,000197,041012-1983000I-0030,82.64,
6440280,000198,041012-1983000I-0040,136.06,
6440281,000199,041012-1983000I-0060,746.61,
6440283,000201,041012-1983000J-0090,568.86,
6440285,000203,041012-1983000K-0011,646.66,
6440286,000204,041013-45160001-0060,359.27,
6440287,000205,041013-45160001-0090,210.77,
6440288,000206,041013-45170000-0050,531.11,
6440289,000207,041013-45170000-0090,359.27,
6440290,000208,041013-45170000-0130,1289.1,
6440291,000209,041013-45170000-0190,1199.95,
6440292,000210,041013-45170000-0250,1058.24,
6440293,000211,041013-45170000-0270,359.27,
6440295,000213,041013-45180000-0060,216.17,
6440296,000214,041013-45180000-0110,456.12,
6440297,000215,041013-45190000-0020,1353.44,
6440298,000216,041013-45190000-0110,480.12,
6440299,000217,041013-45190000-0240,359.27,
6440301,000219,041013-45200000-0470,359.27,
6440302,000220,041013-45210000-0010,883.26,
6440303,000221,041013-45210000-0090,1515.24,
6440304,000222,041013-45210000-0130,404.12,
6440305,000223,041311-00001271-0000,118.1,
6440308,000226,050910-02440003-0190,243.29,
6440310,000228,050910-02440003-0250,895.04,
6440314,000232,050910-02440004-0440,234.95,
6440315,000233,050910-02440004-0450,234.95,
6440316,000234,050910-02440004-0470,171.14,
6440317,000235,050910-02440004-0622,234.95,
6440318,000236,050910-02440004-0690,991.66,
6440319,000237,050910-02440004-0860,234.95,
6440320,000238,050910-02440004-0870,234.95,
6440321,000239,051010-04270000-004A,328.12,
6440322,000240,051010-04270000-008A,34.46,
6440323,000241,051010-04270000-014A,51.78,
6440324,000242,051012-00002041-0000,652.94,
6440325,000243,051012-00002042-0000,70.13,
6440326,000244,051012-00002044-0000,154.06,
6440327,000245,051012-13720000-0240,262.08,
6440328,000246,051012-13720000-0260,262.08,
6440329,000247,051012-20360003-0040,706.49,
6440330,000248,051013-45190000-0330,622.8,
6440331,000249,051013-45200000-0400,1682.08,
6440332,000250,051013-45200000-0410,372.65,
6440333,000251,051013-45200000-0810,435.97,
6440334,000252,051013-45200000-0830,781.37,
6440336,000254,051013-45220001-0030,1275.23,
6440337,000255,051013-45220001-0040,889.95,
6440338,000256,051013-45220001-0070,1026.94,
6440340,000258,051013-45220003-0050,1611.14,
6440342,000260,061010-04280000-0020,1136.37,
6440344,000262,061010-04280000-0290,696.05,
6440346,000264,061013-00004524-0500,882.02,
6440347,000265,061013-45250000-0040,1032.11,
6440349,000267,061013-45250000-0150,380.73,
6440351,000269,061013-45260000-0150,359.27,
6440352,000270,061013-45260000-0160,388.73,
6440353,000271,061013-45260000-0240,386.71,
6440354,000272,061013-45260000-0250,386.71,
6440355,000273,061014-69300000-0070,597.76,
6440356,000274,061114-70680000-0180,326.75,
6440357,000275,061114-70680000-0190,237.05,
6440359,000277,061114-7070000B-0040,237.05,
6440360,000278,070814-68500000-0060,809.55,
6440361,000279,070814-68500000-0310,883.67,
6440364,000282,070914-00006903-0101,543.03,
6440365,000283,070914-00006903-0115,570.88,
6440366,000284,070914-00006903-0116,1415.89,
6440367,000285,070914-00006903-0117,1136.3,
6440368,000286,070914-00006903-0118,1188.47,
6440369,000287,070914-00006903-0200,1128.3,
6440370,000288,071010-00000429-0400,683.9,
6440373,000291,071010-00000430-0401,767.62,
6440374,000292,071010-00000430-0600,51.96,
6440375,000293,080814-68560000-0030,359.27,
6440376,000294,080814-68710002-0070,143.15,
6440377,000295,080814-68710002-0120,143.15,
6440378,000296,080814-68710003-0060,143.15,
6440379,000297,080814-68760000-000A,1015.27,
6440380,000298,080814-68760002-03B0,1441.62,
6440381,000299,081012-00002056-0201,527.79,
6440382,000300,081012-00002064-0200,563.86,
6440383,000301,081012-20680000-0110,170.27,
6440384,000302,081012-20730000-0090,1001.2,
6440385,000303,081012-20730000-0250,1127.09,
6440386,000304,081012-20730000-0260,713.97,
6440387,000305,081012-20730000-0290,707.71,
6440388,000306,081012-20730000-0300,716.04,
6440389,000307,081012-20820000-0400,770.3,
6440390,000308,081012-21010000-0130,1461.47,
6440391,000309,081012-21010000-0190,359.27,
6440392,000310,081012-21010000-0200,1003.98,
6440394,000312,090911-00001027-0000,96.49,
6440395,000313,090913-00003976-0300,44.53,
6440396,000314,091012-00002272-0000,332.47,
6440397,000315,091012-00002309-0000,133.34,
6440398,000316,091012-00002313-0001,650.04,
6440399,000317,091012-00002316-0000,359.27,
6440400,000318,091012-00002321-0000,100.62,
6440401,000319,091012-00002330-0000,751.11,
6440402,000320,091012-00002340-0000,858.81,
6440403,000321,091012-00002360-0000,818.55,
6440404,000322,091012-00002361-0002,171.54,
6440405,000323,091012-00002445-0000,359.27,
6440407,000325,091012-00002524-0101,136.44,
6440408,000326,091012-00002533-0000,966.43,
6440409,000327,091012-00002543-0000,1014.41,
6440410,000328,091012-00002563-0100,427.76,
6440411,000329,091012-00002573-0000,563.24,
6440412,000330,091012-00002586-0100,222.43,
6440413,000331,091012-15390000-0350,2465.13,
6440415,000333,091012-15390002-0860,951.69,
6440417,000335,091012-16310000-0320,652.94,
6440418,000336,091012-16310000-0330,758.01,
6440419,000337,091012-21080004-0010,852.63,
6440421,000339,091012-21080016-0022,73.34,
6440423,000341,091012-21440003-0030,269.73,
6440424,000342,091012-21440007-0010,556.52,
6440425,000343,091012-21440007-0030,1044.24,
6440426,000344,091012-21440007-0051,359.27,
6440427,000345,091012-21440009-0010,1540.36,
6440429,000347,091012-21440018-0010,698.89,
6440431,000349,091012-21440024-0030,1372.46,
6440432,000350,091012-21440041-0080,373.78,
6440433,000351,091012-22050004-0000,531.58,
6440435,000353,091012-22150011-0070,1296.62,
6440436,000354,091012-22150011-0110,97.89,
6440437,000355,091012-22230013-0010,220.62,
6440438,000356,091012-22230013-0011,220.62,
6440439,000357,091012-22230013-0030,307.92,
6440440,000358,091012-22230013-0090,3451.67,
6440442,000360,091012-22390005-0010,4518.05,
6440443,000361,091012-23620002-0060,114.25,
6440445,000363,091012-23620009-0050,911.41,
6440446,000364,091012-23620009-0100,359.27,
6440447,000365,091012-23620013-0090,80.55,
6440448,000366,091012-23620016-0040,359.27,
6440449,000367,091012-2449000A-0021,359.27,
6440450,000368,091012-2449000C-0030,817.53,
6440451,000369,091012-2449000C-0041,670.95,
6440452,000370,091012-2449000C-0042,321.56,
6440453,000371,091012-2449000C-0043,939.82,
6440454,000372,091012-2449000E-0015,1368.67,
6440455,000373,091012-24500000-0250,735.64,
6440456,000374,091012-2487000A-0110,106.07,
6440459,000377,091012-2487000H-0000,515.03,
6440460,000378,091012-2487000J-0210,421.4,
6440461,000379,091012-2487000N-0120,589.26,
6440462,000380,091013-00004536-0401,1469.31,
6440463,000381,091013-00004539-0200,359.27,
6440464,000382,091013-00004541-0000,472.83,
6440465,000383,091013-00004542-0300,3540.88,
6440466,000384,091013-00004542-0301,1127.93,
6440468,000386,091013-45360000-0220,2051.2,
6440469,000387,091013-45360000-0480,397.5,
6440470,000388,091110-00000483-0101,54.26,
6440471,000389,100911-00001029-0000,3374.59,
6440472,000390,100913-00003978-0000,239.12,
6440473,000391,100913-00003978-0300,210.77,
6440474,000392,100913-00003978-0600,553.02,
6440475,000393,100913-00003978-0700,851.97,
6440476,000394,100913-00003978-0800,216.17,
6440478,000396,100913-00003987-0100,251.63,
6440479,000397,100913-00003992-0000,424.22,
6440480,000398,100913-00003992-0100,359.27,
6440481,000399,100913-00003996-0200,747.33,
6440482,000400,100913-00003996-0300,359.27,
6440483,000401,100913-00003997-0300,1505.07,
6440485,000403,100913-00003999-0101,368.78,
6440486,000404,100913-00003999-0102,857.14,
6440487,000405,101012-00002613-0000,365.67,
6440489,000407,101012-00002630-0000,116.97,
6440490,000408,101012-00002631-0000,359.27,
6440491,000409,101012-00002637-0000,1163.96,
6440492,000410,101012-00002641-0100,1654.95,
6440493,000411,101013-00004546-0300,359.27,
6440495,000413,101013-4544000A-0140,806.87,
6440497,000415,101013-4544000B-0080,423.17,
6440500,000418,101013-4544000B-0210,523.05,
6440501,000419,101013-4546000B-0200,648.07,
6440502,000420,101013-4546000C-0090,609.67,
6440503,000421,101013-4546000C-0130,2468.67,
6440504,000422,101013-4546000C-0170,1971.2,
6440505,000423,101013-4546000C-0190,359.12,
6440506,000424,101013-4546000C-0200,871.54,
6440508,000426,101013-4546000D-0010,1715.47,
6440510,000428,101013-45470000-0030,359.27,
6440511,000429,101013-45470000-0140,1643.44,
6440512,000430,101013-45470000-0150,649.5,
6440513,000431,101110-00000484-0300,65.74,
6440515,000433,110813-00003670-0000,1208.65,
6440517,000435,110910-00000252-0100,1323.52,
6440518,000436,110910-0252000A-0060,1058.24,
6440519,000437,110910-0252000A-0070,1032.42,
6440520,000438,110913-40030000-0040,5312.49,
6440521,000439,110913-40030000-0110,1100.82,
6440522,000440,110913-40030000-0150,1212.99,
6440523,000441,111012-00002657-0200,1363.73,
6440524,000442,111012-00002657-0400,107.72,
6440526,000444,111013-00004549-1200,1410.62,
6440527,000445,111013-00004549-1601,1480.14,
6440528,000446,111013-45480000-0310,769.86,
6440529,000447,111013-45490000-0090,359.27,
6440530,000448,111013-45490000-0300,1268.95,
6440531,000449,111013-45490000-0310,192.2,
6440532,000450,111013-45490000-0320,359.27,
6440534,000452,111013-45500000-0030,1479.7,
6440535,000453,111013-45500000-0160,176.52,
6440536,000454,111013-45500000-0350,1028.37,
6440537,000455,111013-45500000-0390,2508.31,
6440539,000457,111013-45540000-0020,359.27,
6440540,000458,111013-45540000-0220,359.27,
6440541,000459,111013-45540000-0350,359.27,
6440542,000460,111013-45540000-0380,1429.69,
6440543,000461,111013-45540000-0390,397.7,
6440544,000462,111013-45620000-0050,103.51,
6440545,000463,111013-45620000-0100,359.27,
6440546,000464,111013-45620000-0290,141.06,
6440547,000465,111013-45620000-0320,730.87,
6440548,000466,111013-45620000-0380,409.35,
6440549,000467,111113-66740000-0050,399.77,
6440550,000468,111113-66740000-0360,633.47,
6440551,000469,111113-66740000-0560,1819.61,
6440552,000470,111113-66740001-0560,1366.28,
6440554,000472,111113-66740002-0310,330.93,
6440555,000473,111113-66740002-0370,1236.23,
6440556,000474,111113-66740002-0520,128.55,
6440557,000475,111113-66740002-0530,1355.46,
6440558,000476,111113-66740002-0540,128.55,
6440559,000477,111113-66740002-0550,128.55,
6440560,000478,111113-66740002-0750,351.79,
6440561,000479,111113-66760000-0040,232.37,
6440562,000480,111210-00000577-0000,1016.08,
6440563,000481,111210-00000589-0000,3120.48,
6440564,000482,120813-00003691-0102,811.3,
6440565,000483,120813-00003692-0100,530.61,
6440566,000484,120813-00003692-0201,65.44,
6440567,000485,120913-00004009-0000,2364.36,
6440568,000486,120913-00004009-0300,334.88,
6440569,000487,120913-00004013-0104,66.79,
6440570,000488,120913-40060000-0060,367.09,
6440571,000489,120913-40060000-0070,359.27,
6440573,000491,120913-40060000-0090,400.7,
6440574,000492,120913-40300001-0120,101.43,
6440576,000494,120913-40300002-0150,76.38,
6440577,000495,120913-40300002-0210,105.59,
6440578,000496,120913-40300003-0260,118.1,
6440579,000497,120913-40300005-0090,728.55,
6440580,000498,120913-40300005-0170,1079.55,
6440581,000499,120913-40300006-0090,93.08,
6440584,000502,120913-40300007-0050,1065.42,
6440587,000505,120913-40300007-0170,402.84,
6440588,000506,120913-40300007-0210,93.08,
6440589,000507,120913-40300008-0050,93.08,
6440590,000508,120913-40300008-0090,93.08,
6440591,000509,120913-40300008-0130,611.69,
6440592,000510,120913-40300008-0170,960.1,
6440593,000511,120913-40300008-0210,359.27,
6440594,000512,120913-40300010-0050,93.08,
6440596,000514,120913-40300012-0170,93.08,
6440597,000515,120913-40300016-0290,359.27,
6440598,000516,120913-40300017-0210,864.44,
6440599,000517,120913-40300018-0010,359.27,
6440600,000518,120913-40300019-0090,463.44,
6440601,000519,120913-40300024-0090,126.46,
6440602,000520,120913-40300026-0250,1202.19,
6440603,000521,120913-40300027-0000,193.22,
6440604,000522,120913-40300027-0090,371.63,
6440605,000523,120913-40300028-0170,93.08,
6440606,000524,120913-40300028-0210,93.08,
6440607,000525,120913-40300030-0130,93.08,
6440608,000526,120913-40300036-0170,93.08,
6440609,000527,120913-40300036-0210,93.08,
6440610,000528,120913-40300036-0250,93.08,
6440611,000529,120913-40300038-0000,159.84,
6440612,000530,120913-40300038-0010,40.7,
6440613,000531,120913-40300038-0290,40.7,
6440614,000532,120913-40300040-0050,126.46,
6440615,000533,121009-00000131-0000,114.23,
6440616,000534,121012-00002663-0000,988.83,
6440617,000535,121012-00002663-0100,43.83,
6440618,000536,121012-00002663-0400,689.12,
6440619,000537,121012-00002663-0500,435.24,
6440620,000538,121012-00002663-0600,42.77,
6440621,000539,121012-00002663-0601,716.04,
6440622,000540,121012-00002663-0700,43.83,
6440623,000541,121013-00004568-0200,1610.13,
6440624,000542,121013-45130000-0440,341.21,
6440626,000544,130813-37060000-0050,307.65,
6440627,000545,130813-37060000-0060,307.65,
6440628,000546,130813-37060000-0070,307.65,
6440629,000547,130813-37060000-0140,463.96,
6440630,000548,130813-37200000-0250,435.22,
6440632,000550,130913-00004059-0202,359.27,
6440633,000551,130913-00004059-1700,1556.9,
6440634,000552,130913-00004061-0100,459.45,
6440635,000553,130913-00004063-0100,1814.55,
6440636,000554,130913-00004066-0300,1068.84,
6440637,000555,130913-40500000-0080,1404.99,
6440638,000556,130913-40500000-0120,307.65,
6440639,000557,130913-40500000-0130,517.56,
6440640,000558,130913-40510000-0160,506.63,
6440641,000559,130913-40510000-0250,541.66,
6440642,000560,130913-40510000-0300,249.59,
6440643,000561,130913-40510000-0490,359.27,
6440644,000562,130913-40510000-0780,1806.09,
6440645,000563,130913-40510000-0790,1391.56,
6440646,000564,130913-40510000-1040,629.85,
6440648,000566,130913-40510000-1240,243.38,
6440649,000567,130913-40510000-1290,363.48,
6440650,000568,130913-40510000-1440,2468.67,
6440651,000569,130913-40510000-1441,209,
6440652,000570,130913-40510000-1500,278.02,
6440653,000571,130913-40530040-0010,632.13,
6440655,000573,130913-40530041-0040,180.37,
6440656,000574,130913-40530041-0050,180.37,
6440657,000575,130913-40530042-0050,877.82,
6440658,000576,130913-40530043-0040,475.96,
6440659,000577,130913-40530045-0060,180.37,
6440660,000578,130913-40530045-0070,180.37,
6440661,000579,130913-40530046-0010,958.14,
6440662,000580,130913-40530047-0040,180.37,
6440663,000581,130913-40530047-0080,180.37,
6440664,000582,130913-40530047-0090,180.37,
6440665,000583,130913-40530047-0100,180.37,
6440667,000585,131012-00002670-0000,991.08,
6440669,000587,131012-28110001-0130,359.27,
6440670,000588,131012-28110001-0220,1008.5,
6440671,000589,131012-28110001-0230,797.59,
6440672,000590,131012-28110002-0090,166.1,
6440673,000591,131013-45840000-0050,4590.23,
6440674,000592,131013-45840000-0080,4089.64,
6440675,000593,131013-45840000-0140,1013.13,
6440676,000594,131013-45840000-0170,216.17,
6440677,000595,131013-45840000-0180,216.17,
6440678,000596,131013-45840000-0190,216.17,
6440679,000597,131013-45840000-0200,216.17,
6440681,000599,131013-45850000-0420,518.72,
6440684,000602,131110-00000491-0503,126.46,
6440685,000603,140813-00003726-0300,359.27,
6440686,000604,140813-00003729-0400,359.27,
6440687,000605,140813-37300000-0010,809.16,
6440688,000606,140813-37300000-0011,973.94,
6440689,000607,140910-0252000B-0030,210.77,
6440691,000609,140913-00004079-0300,1504.5,
6440692,000610,140913-00004083-0000,523.64,
6440695,000613,141012-00002688-0700,359.27,
6440696,000614,141012-00002688-1001,359.27,
6440697,000615,141012-00002696-0000,627.13,
6440698,000616,141012-00002702-0000,918.74,
6440701,000619,141012-00002724-0200,609.15,
6440703,000621,141012-00002727-0200,359.27,
6440704,000622,141012-00002727-0700,71.9,
6440705,000623,141012-00002727-0800,1256.65,
6440706,000624,141012-00002727-0900,70.75,
6440707,000625,141012-00002738-0200,960.17,
6440709,000627,141113-00006705-0000,2481.83,
6440712,000630,141113-67060000-0230,637.14,
6440713,000631,141113-67060000-0250,359.27,
6440714,000632,141113-6778000D-0370,793.64,
6440715,000633,141113-6778000D-0380,788.83,
6440716,000634,141113-6778000D-0390,89.7,
6440717,000635,141210-00000601-0000,2021.87,
6440718,000636,141210-00000934-0200,2283.78,
6440719,000637,141210-00000955-0000,10587.11,
6440720,000638,141210-00000967-0000,506.42,
6440721,000639,141210-00000967-0100,1107.43,
6440722,000640,141210-00000968-0000,1044.78,
6440723,000641,141210-00000969-0000,4718.08,
6440724,000642,141210-06140006-0010,2094.79,
6440725,000643,141210-06140007-0010,2491.63,
6440726,000644,141210-06140007-0041,713.12,
6440727,000645,141210-06140009-0021,350.3,
6440728,000646,141210-06140011-0030,622.44,
6440729,000647,141210-06140013-0010,1565.03,
6440731,000649,141210-06140023-0010,1130.01,
6440732,000650,141210-06140023-0030,2248.54,
6440733,000651,141210-06140025-0080,4598.66,
6440734,000652,141210-06140026-0060,1716.83,
6440735,000653,141210-06140028-0050,2664.61,
6440736,000654,141210-06140030-0040,5270.93,
6440737,000655,141210-06140030-0060,2441.47,
6440738,000656,141210-06140033-0060,1273.3,
6440742,000660,141210-09730000-0000,1862.95,
6440743,000661,141210-C6140047-0101,3516.35,
6440744,000662,150911-00001037-0100,293.23,
6440745,000663,150913-00004097-0000,688.28,
6440746,000664,150913-40920000-0030,919.36,
6440748,000666,150913-40920000-0280,1250.45,
6440749,000667,150913-40920000-0290,559.21,
6440750,000668,150913-40920000-0390,854.61,
6440751,000669,151013-00004607-1002,915.88,
6440752,000670,151013-00004607-1003,920.46,
6440753,000671,151013-46060000-0030,668.86,
6440754,000672,151013-46060000-0080,872.54,
6440755,000673,151013-46060000-0140,532.36,
6440757,000675,151013-46070000-0020,514.6,
6440758,000676,151013-46070000-0030,216.17,
6440759,000677,151013-46070000-0060,597.66,
6440762,000680,151110-00000496-0303,113.93,
6440763,000681,160911-00001038-0000,848.75,
6440764,000682,160911-00001038-0400,1556.87,
6440765,000683,160913-00004099-0000,1047.9,
6440766,000684,160913-00004099-0101,617.16,
6440769,000687,160913-00004103-0200,1138.49,
6440770,000688,160913-00004103-0201,710.15,
6440771,000689,160913-00004105-0200,90.28,
6440772,000690,160913-41010000-0160,387.55,
6440773,000691,160913-41010000-0210,403.95,
6440774,000692,160913-41010001-0030,210.77,
6440775,000693,160913-41010001-0040,210.77,
6440776,000694,160913-41100005-0010,81.27,
6440777,000695,160913-41100005-0150,94.86,
6440778,000696,160913-41100005-0170,1254.5,
6440779,000697,160913-41100006-0320,102.84,
6440780,000698,160913-41100007-0090,359.27,
6440781,000699,160913-41100007-0150,81.27,
6440782,000700,160913-41100008-0010,81.27,
6440783,000701,160913-41100008-0150,81.27,
6440784,000702,160913-41100008-0160,102.84,
6440785,000703,160913-41100008-0250,81.27,
6440786,000704,160913-41100008-0360,81.27,
6440787,000705,160913-41100009-0220,81.27,
6440788,000706,160913-41100009-0330,81.27,
6440789,000707,160913-41100010-0050,81.27,
6440790,000708,160913-41100010-0130,81.27,
6440791,000709,160913-41100010-0250,81.27,
6440792,000710,160913-41100010-0330,81.27,
6440793,000711,160913-41100010-0380,81.27,
6440794,000712,160913-41100011-0060,129.21,
6440795,000713,160913-41100011-0120,81.27,
6440796,000714,160913-41100011-0130,102.84,
6440797,000715,160913-41100011-0150,81.27,
6440798,000716,160913-41100011-0200,102.84,
6440799,000717,160913-41100011-0220,81.27,
6440800,000718,160913-41100011-0230,81.27,
6440801,000719,160913-41100011-0290,102.84,
6440802,000720,160913-41100011-0320,81.27,
6440803,000721,160913-41100012-0120,81.27,
6440804,000722,160913-41100012-0190,84.72,
6440805,000723,160913-41100012-0330,359.27,
6440806,000724,160913-41100012-0340,81.27,
6440807,000725,160913-41100012-0350,81.27,
6440808,000726,160913-41100013-0010,325.31,
6440809,000727,160913-41100013-0060,81.27,
6440810,000728,160913-41100013-0150,81.27,
6440811,000729,160913-41100013-0160,81.27,
6440812,000730,160913-41100013-0380,81.27,
6440813,000731,160913-41100014-0030,81.27,
6440814,000732,160913-41100014-0050,102.84,
6440815,000733,160913-41100014-0160,81.27,
6440816,000734,160913-41100014-0180,81.27,
6440817,000735,160913-41100014-0270,81.27,
6440818,000736,160913-41100014-0330,81.27,
6440820,000738,160913-41100015-0160,81.27,
6440821,000739,160913-41100016-0050,81.27,
6440822,000740,160913-41100016-0080,81.27,
6440823,000741,160913-41100016-0110,102.84,
6440824,000742,160913-41100016-0130,105.23,
6440825,000743,160913-41100016-0170,81.27,
