RA_ITEMID,ADVNUM,PARCEL,FACEVALUE,BID
6432240,000129,R00374-001,1389.68,
6432241,000130,R00374-002,75.72,
6432242,000131,R00374-005,119.78,
6432243,000132,R00383-106,1254.94,
6432244,000133,R00384-004,1300.76,
6432246,000135,R00384-034,2151.51,
6432247,000136,R00385-104,1154.29,
6432248,000137,R00385-112,986.83,
6432249,000138,R00389-000,1339.49,
6432250,000139,R00401-002,281.13,
6432251,000140,R00401-006,163.54,
6432252,000141,R00401-035,586.61,
6432253,000142,R00401-036,1962.82,
6432254,000143,R00401-128,935.86,
6432255,000144,R00407-105,290.21,
6432256,000145,R00407-116,487.79,
6432259,000148,R00415-012,648.78,
6432260,000149,R00415-020,1333.95,
6432261,000150,R00415-112,968.03,
6432262,000151,R00420-000,1419.4,
6432263,000152,R00422-000,1189.97,
6432264,000153,R00425-000,883.21,
6432266,000155,R00431-120,774.16,
6432267,000156,R00431-125,1267.71,
6432268,000157,R00434-001,6915.84,
6432269,000158,R00446-003,1637.87,
6432270,000159,R00447-105,1205.8,
6432272,000161,R00447-224,574.25,
6432273,000162,R00455-000,3858.37,
6432275,000164,R00458-003,5294.14,
6432277,000166,R00460-107,1250.92,
6432278,000167,R00460-109,1587.25,
6432279,000168,R00460-116,1257.35,
6432280,000169,R00462-005,1410.39,
6432281,000170,R00462-007,2441.54,
6432282,000171,R00464-007,579.24,
6432283,000172,R00464-008,728.62,
6432284,000173,R00468-008,1851.58,
6432286,000175,R00473-000,1019.66,
6432287,000176,R00475-001,2504.24,
6432288,000177,R00478-103,1170.43,
6432290,000179,R00479-101,1215.15,
6432291,000180,R00479-303,1070.59,
6432292,000181,R00479-304,2272.46,
6432293,000182,R00479-307,1212.42,
6432294,000183,R00479-317,1164.93,
6432295,000184,R00480-010,1143.89,
6432296,000185,R00483-112,1509.83,
6432297,000186,R00484-108,921.92,
6432298,000187,R00484-116,498.01,
6432300,000189,R00484-119,1014.4,
6432301,000190,R00485-001,556.86,
6432302,000191,R00485-002,52.09,
6432303,000192,R00485-063,610.91,
6432304,000193,R00485-064,1928.85,
6432305,000194,R00485-071,616.16,
6432307,000196,R00485-083,952.09,
6432309,000198,R00485-092,968.67,
6432310,000199,R00485-184,2685.29,
6432311,000200,R00486-012,1056.46,
6432312,000201,R00488-006,220.99,
6432313,000202,R00488-007,220.99,
6432314,000203,R00488-008,224.43,
6432315,000204,R00488-050,2621.29,
6432316,000205,R00488-059,560.74,
6432317,000206,R00488-064,560.74,
6432318,000207,R00488-068,648.05,
6432319,000208,R00488-079,1091.08,
6432320,000209,R00488-104,722.96,
6432321,000210,R00488-108,1435.07,
6432322,000211,R00488-111,941.28,
6432323,000212,R00488-125,224.43,
6432324,000213,R00488-126,224.43,
6432325,000214,R00493-000,674.4,
6432326,000215,R00495-001,1637,
6432327,000216,R00495-004,1216.65,
6432328,000217,R00498-000,2497.02,
6432329,000218,R00499-001,32.24,
6432330,000219,R00500-007,601.53,
6432331,000220,R00500-010,1219.49,
6432332,000221,R00502-056,1977.97,
6432333,000222,R00502-125,864.63,
6432334,000223,R00502-201,1002.68,
6432335,000224,R00502-217,719.59,
6432336,000225,R00502-223,1347.55,
6432339,000228,R00519-105,1699.74,
6432340,000229,R00519-110,1557.43,
6432341,000230,R00519-112,679.56,
6432342,000231,R00519-113,2153.79,
6432343,000232,R00530-001,4618.22,
6432344,000233,R00533-008,4765.8,
6432348,000237,R00587-000,1864.75,
6432350,000239,R00595-024,134.14,
6432351,000240,R00604-003,809.47,
6432352,000241,R00604-005,936.23,
6432354,000243,R00612-038,560.74,
6432355,000244,R00631-000,321.85,
6432357,000246,R00642-007,261.19,
6432358,000247,R00642-008,261.19,
6432359,000248,R00642-009,304.17,
6432360,000249,R00647-002,270.86,
6432363,000252,R00714-035,540.35,
6432364,000253,R00719-000,120.13,
6432365,000254,R00720-000,128.93,
6432366,000255,R00733-000,204.8,
6432367,000256,R00746-000,394.88,
6432368,000257,R00746-001,244.51,
6432369,000258,R00747-000,1122.49,
6432371,000260,R00777-000,128.06,
6432372,000261,R00783-000,204.8,
6432374,000263,R00797-000,878.1,
6432375,000264,R00811-000,863.31,
6432376,000265,R00827-000,261.19,
6432377,000266,R00828-000,204.8,
6432378,000267,R00833-000,1251.55,
6432379,000268,R00837-208,56.35,
6432380,000269,R00837-210,61.6,
6432381,000270,R00837-212,56.35,
6432382,000271,R00846-011,2078.56,
6432384,000273,R00862-003,281.02,
6432385,000274,R00862-006,1061.85,
6432386,000275,R00862-008,281.02,
6432387,000276,R00879-000,204.8,
6432389,000278,R00888-002,782.98,
6432390,000279,R00893-013,1245.23,
6432391,000280,R00900-017,199.55,
6432392,000281,R00904-000,760.26,
6432394,000283,R00909-032,2095.83,
6432396,000285,R00926-000,2980.83,
6432397,000286,R00927-000,560.74,
6432399,000288,R00931-000,199.55,
6432400,000289,R00954-039,2102.01,
6432402,000291,R01000-000,980.86,
6432404,000293,R01021-001,125.38,
6432405,000294,R01037-001,1033.96,
6432406,000295,R01039-000,199.55,
6432407,000296,R01069-000,1255.44,
6432408,000297,R01076-000,560.74,
6432409,000298,R01086-000,1424.5,
6432410,000299,R01090-000,199.55,
6432411,000300,R01146-000,540.67,
6432412,000301,R01160-000,1375.69,
6432413,000302,R01168-000,204.8,
6432414,000303,R01173-000,331.87,
6432419,000308,R01215-000,805.47,
6432420,000309,R01218-095,1170.74,
6432421,000310,R01224-110,305.27,
6432422,000311,R01233-000,565.99,
6432424,000313,R01234-124,212.68,
6432425,000314,R01235-102,157.14,
6432426,000315,R01236-004,199.55,
6432427,000316,R01239-000,1130.22,
6432428,000317,R01241-000,199.55,
6432429,000318,R01244-000,1395.07,
6432430,000319,R01245-000,1037.76,
6432431,000320,R01246-000,192.2,
6432433,000322,R01256-002,281.02,
6432434,000323,R01271-000,1052.55,
6432435,000324,R01275-082,943.81,
6432436,000325,R01281-001,955.37,
6432437,000326,R01283-000,1136.19,
6432438,000327,R01292-000,1689.09,
6432439,000328,R01299-000,275.77,
6432440,000329,R01300-000,275.77,
6432441,000330,R01302-000,286.27,
6432442,000331,R01309-000,1484.82,
6432443,000332,R01309-021,305.27,
6432444,000333,R01311-000,1322.1,
6432445,000334,R01314-001,206.06,
6432446,000335,R01315-034,2343.8,
6432447,000336,R01318-000,1958.42,
6432448,000337,R01321-041,1398.86,
6432449,000338,R01323-000,932.61,
6432450,000339,R01324-000,199.55,
6432451,000340,R01327-050,1496.11,
6432452,000341,R01340-000,610.38,
6432454,000343,R01365-000,1194.38,
6432455,000344,R01365-109,1471.57,
6432456,000345,R01366-111,261.19,
6432457,000346,R01372-129,819.58,
6432458,000347,R01373-133,876.36,
6432459,000348,R01374-000,606.84,
6432460,000349,R01379-000,771.27,
6432461,000350,R01381-000,429.85,
6432462,000351,R01391-000,177.19,
6432463,000352,R01396-000,1520.56,
6432464,000353,R01404-000,671.09,
6432465,000354,R01407-000,1789.26,
6432466,000355,R01412-050,330.77,
6432467,000356,R01421-066,261.19,
6432468,000357,R01421-069,560.74,
6432470,000359,R01422-018,560.74,
6432471,000360,R01426-000,199.55,
6432472,000361,R01426-026,1409.6,
6432473,000362,R01426-027,1066.37,
6432474,000363,R01427-001,843.69,
6432475,000364,R01429-001,1184.47,
6432476,000365,R01432-044,287.56,
6432478,000367,R01437-007,1606.7,
6432479,000368,R01437-201,278.93,
6432480,000369,R01437-202,199.55,
6432481,000370,R01437-203,199.55,
6432482,000371,R01437-204,2372.98,
6432483,000372,R01438-002,1588.17,
6432484,000373,R01438-029,931.29,
6432485,000374,R01438-033,216.41,
6432486,000375,R01438-049,199.55,
6432487,000376,R01438-050,925.71,
6432488,000377,R01438-052,199.55,
6432489,000378,R01438-058,560.74,
6432490,000379,R01438-061,707.72,
6432491,000380,R01438-069,125.38,
6432492,000381,R01438-105,805.14,
6432493,000382,R01438-131,1512.8,
6432496,000385,R01438-308,1123.02,
6432497,000386,R01438-310,2053.39,
6432498,000387,R01438-313,284.18,
6432499,000388,R01438-317,1225.76,
6432500,000389,R01439-607,997.48,
6432502,000391,R01439-621,1090.17,
6432503,000392,R01439-637,467.41,
6432504,000393,R01439-699,45.95,
6432505,000394,R01439-705,565.99,
6432506,000395,R01439-736,1767.85,
6432508,000397,R01562-000,1415.32,
6432509,000398,R01593-015,2430.55,
6432510,000399,R01597-000,4489.57,
6432512,000401,R01600-000,2870.99,
6432513,000402,R01603-004,3646.42,
6432515,000404,R01603-135,3044.53,
6432516,000405,R01603-141,2452.61,
6432517,000406,R01603-143,1052.51,
6432518,000407,R01608-004,933.24,
6432519,000408,R01608-120,1039.29,
6432520,000409,R01615-102,1529.72,
6432521,000410,R01615-103,709.49,
6432522,000411,R01615-107,1120,
6432524,000413,R01631-001,560.74,
6432526,000415,R01631-006,688.82,
6432527,000416,R01631-009,969.99,
6432528,000417,R01631-010,330.27,
6432529,000418,R01631-011,780.21,
6432530,000419,R01631-013,710.94,
6432531,000420,R01631-017,1166.62,
6432532,000421,R01631-023,944.21,
6432533,000422,R01631-030,967.26,
6432534,000423,R01631-042,702.57,
6432535,000424,R01633-000,184.68,
6432536,000425,R01637-124,272.14,
6432537,000426,R01642-001,1340.39,
6432538,000427,R01644-000,203.65,
6432539,000428,R01654-003,1288.62,
6432540,000429,R01654-004,1555.49,
6432541,000430,R01654-015,1417.02,
6432542,000431,R01654-021,1054.49,
6432543,000432,R01654-024,1894.42,
6432544,000433,R01654-125,560.74,
6432545,000434,R01655-106,607.24,
6432546,000435,R01655-108,642.45,
6432548,000437,R01655-113,839.69,
6432549,000438,R01655-120,1017.13,
6432550,000439,R01655-122,1220.26,
6432551,000440,R01655-126,1214.23,
6432552,000441,R01655-204,189.28,
6432553,000442,R01655-210,565.99,
6432554,000443,R01656-000,184.78,
6432555,000444,R01657-009,686.85,
6432556,000445,R01657-017,750.08,
6432557,000446,R01657-023,1043.39,
6432558,000447,R01657-024,186.63,
6432559,000448,R01657-029,1170.6,
6432560,000449,R01657-031,1088.11,
6432561,000450,R01657-036,242.58,
6432562,000451,R01657-040,841.76,
6432563,000452,R01657-049,565.99,
6432564,000453,R01657-117,612.53,
6432565,000454,R01660-004,1654.22,
6432566,000455,R01663-000,2365.24,
6432567,000456,R01666-001,134.26,
6432568,000457,R01667-000,165.72,
6432569,000458,R01670-000,360.4,
6432570,000459,R01675-000,265.61,
6432571,000460,R01676-001,134.14,
6432572,000461,R01678-000,180.79,
6432573,000462,R01679-000,214.5,
6432574,000463,R01689-106,446.17,
6432576,000465,R01689-112,446.17,
6432577,000466,R01693-000,991.41,
6432578,000467,R01697-101,55.19,
6432579,000468,R01697-102,55.19,
6432580,000469,R01707-100,37.55,
6432581,000470,R01710-000,946,
6432582,000471,R01714-004,1584.12,
6432583,000472,R01718-011,195.87,
6432584,000473,R01718-019,327.55,
6432585,000474,R01719-001,432.79,
6432586,000475,R01720-003,614.4,
6432587,000476,R01720-011,369.14,
6432589,000478,R01721-006,189.36,
6432591,000480,R01744-000,190.32,
6432592,000481,R01747-001,544.28,
6432595,000484,R01765-001,368.29,
6432596,000485,R01765-002,1488.06,
6432597,000486,R01765-102,581.08,
6432598,000487,R01766-000,1710.24,
6432599,000488,R01766-001,107.06,
6432600,000489,R01768-002,50.4,
6432602,000491,R01772-002,551.46,
6432603,000492,R01772-004,1332.88,
6432604,000493,R01772-007,1531.74,
6432605,000494,R01772-012,2980.04,
6432606,000495,R01772-017,974.91,
6432607,000496,R01772-042,1404.92,
6432608,000497,R01772-043,2026.19,
6432609,000498,R01772-057,665.3,
6432610,000499,R01772-062,993.53,
6432611,000500,R01772-072,565.99,
6432612,000501,R01772-083,1173.98,
6432614,000503,R01772-141,476.14,
6432615,000504,R01774-000,3304.66,
6432617,000506,R01777-117,610.64,
6432618,000507,R01777-118,633.91,
6432620,000509,R01777-120,575.11,
6432621,000510,R01777-131,1185.28,
6432622,000511,R01777-133,610.64,
6432623,000512,R01782-002,889.71,
6432624,000513,R01788-009,639.65,
6432625,000514,R01791-001,2301.24,
6432626,000515,R01809-113,2810.15,
6432627,000516,R01811-001,560.74,
6432628,000517,R01812-004,1362.1,
6432630,000519,R01813-003,1251.64,
6432631,000520,R01817-006,666.58,
6432632,000521,R01818-016,36.68,
6432633,000522,R01821-000,1185.95,
6432634,000523,R01822-000,1094.26,
6432635,000524,R01824-002,865.19,
6432636,000525,R01830-000,1611.64,
6432638,000527,R01844-100,40.7,
6432640,000529,R01844-108,1438.79,
6432641,000530,R01853-000,1462.02,
6432642,000531,R01856-000,988.06,
6432643,000532,R01857-000,560.74,
6432644,000533,R01857-004,1334.82,
6432645,000534,R01857-007,183.31,
6432646,000535,R01857-009,908.71,
6432647,000536,R01857-013,36.63,
6432648,000537,R01860-000,968.22,
6432649,000538,R01862-006,1544.46,
6432650,000539,R01865-000,338.98,
6432656,000545,R01898-000,2374.63,
6432657,000546,R01901-002,41.18,
6432658,000547,R01901-006,2003.55,
6432659,000548,R01901-007,524.48,
6432660,000549,R01910-005,988.67,
6432663,000552,R01910-019,2026.73,
6432664,000553,R01910-020,2571.87,
6432665,000554,R01910-023,932.62,
6432666,000555,R01910-029,1000.71,
6432667,000556,R01910-033,388.29,
6432668,000557,R01910-038,653.92,
6432669,000558,R01910-041,2462.82,
6432670,000559,R01910-047,2232.71,
6432671,000560,R01911-001,735.46,
6432672,000561,R01911-003,560.74,
6432673,000562,R01911-005,819.74,
6432674,000563,R01911-008,1165.9,
6432675,000564,R01911-012,1804.95,
6432676,000565,R01911-013,909.35,
6432677,000566,R01911-014,1090.22,
6432678,000567,R01911-015,1345.09,
6432679,000568,R01911-016,669.97,
6432680,000569,R01911-019,1212.04,
6432682,000571,R01911-030,782.11,
6432683,000572,R01911-034,60.65,
6432684,000573,R01923-000,872.61,
6432685,000574,R01923-001,273.53,
6432688,000577,R01945-006,853.07,
6432689,000578,R01946-010,635.31,
6432690,000579,R01946-017,356.16,
6432691,000580,R01946-018,663.6,
6432692,000581,R01946-032,184.03,
6432693,000582,R01946-033,564.55,
6432694,000583,R01950-001,397.81,
6432696,000585,R01979-000,898.62,
6432697,000586,R01988-000,139.37,
6432698,000587,R01989-002,69.02,
6432699,000588,R01990-003,666.84,
6432701,000590,R02003-002,69.28,
6432702,000591,R02003-005,1220.57,
6432704,000593,R02017-104,605.13,
6432705,000594,R02021-000,1965.38,
6432706,000595,R02032-109,565.99,
6432707,000596,R02032-113,702.16,
6432708,000597,R02032-114,702.16,
6432709,000598,R02032-124,3091.24,
6432711,000600,R02038-000,3983.87,
6432712,000601,R02045-005,934.86,
6432715,000604,R02054-004,1719.33,
6432716,000605,R02054-009,1124.74,
6432717,000606,R02054-015,383.06,
6432718,000607,R02054-019,1941.37,
6432719,000608,R02054-021,941.45,
6432720,000609,R02054-022,333.88,
6432721,000610,R02054-025,844.14,
6432723,000612,R02054-028,1099,
6432724,000613,R02054-031,929.83,
6432725,000614,R02055-012,1475.83,
6432726,000615,R02055-015,2100.5,
6432727,000616,R02055-017,708.61,
6432728,000617,R02055-030,1211.44,
6432729,000618,R02057-001,1106.17,
6432730,000619,R02057-002,864.72,
6432731,000620,R02058-002,1287.25,
6432732,000621,R02058-016,839.02,
6432733,000622,R02058-017,1333.87,
6432734,000623,R02058-021,1448.26,
6432735,000624,R02058-025,1036.8,
6432736,000625,R02058-026,3284.17,
6432737,000626,R02058-029,183.61,
6432738,000627,R02058-035,879.15,
6432739,000628,R02058-047,1614.68,
6432740,000629,R02059-000,74.87,
6432741,000630,R02059-003,40.48,
6432742,000631,R02091-004,819.54,
6432745,000634,R02099-203,2062.87,
6432746,000635,R02099-205,1497.09,
6432747,000636,R02100-101,565.99,
6432748,000637,R02100-103,350.39,
6432749,000638,R02100-112,1037.83,
6432750,000639,R02100-118,1508.3,
6432751,000640,R02100-121,930.16,
6432752,000641,R02106-001,1333.06,
6432753,000642,R02115-000,1471.88,
6432754,000643,R02117-103,1312.94,
6432755,000644,R02117-104,1345,
6432756,000645,R02117-106,334.87,
6432757,000646,R02117-202,4348.71,
6432759,000648,R02117-213,1740.1,
6432760,000649,R02119-000,874.82,
6432761,000650,R02123-000,903.3,
6432762,000651,R02123-002,204.69,
6432763,000652,R02123-003,212.2,
6432764,000653,R02123-009,797.68,
6432765,000654,R02123-033,222.34,
6432766,000655,R02124-105,1399.48,
6432767,000656,R02125-001,338.47,
6432768,000657,R02127-002,1862.98,
6432769,000658,R02136-000,981.12,
6432773,000662,R02145-001,791.92,
6432774,000663,R02157-000,381.16,
6432775,000664,R02160-017,1201.93,
6432776,000665,R02161-003,1477.41,
6432777,000666,R02161-012,967.28,
6432779,000668,R02168-001,45.23,
6432780,000669,R02169-002,1589.86,
6432781,000670,R02170-000,273.23,
6432783,000672,R02184-000,1395.19,
6432784,000673,R02184-001,1907.78,
6432785,000674,R02184-004,58.34,
6432786,000675,R02189-001,3068.56,
6432787,000676,R02192-003,2046.67,
6432788,000677,R02192-005,1094.93,
6432789,000678,R02193-001,1544.87,
6432791,000680,R02202-120,556.63,
6432793,000682,R02206-011,2354.01,
6432796,000685,R02215-020,2384.96,
6432797,000686,R02216-006,2101.95,
6432798,000687,R02216-032,45.86,
6432799,000688,R02227-003,1754.83,
6432800,000689,R02228-000,1045.67,
6432801,000690,R02231-000,585.76,
6432802,000691,R02231-001,590.56,
6432803,000692,R02231-002,1067.36,
6432804,000693,R02235-000,560.74,
6432805,000694,R02239-104,1194.21,
6432807,000696,R02239-115,1159.93,
6432808,000697,R02239-118,900.26,
6432809,000698,R02239-125,1160.59,
6432810,000699,R02239-132,1072.82,
6432811,000700,R02239-135,158.29,
6432813,000702,R02240-006,1031.45,
6432814,000703,R02240-007,315.57,
6432815,000704,R02240-009,482.99,
6432816,000705,R02240-010,333.38,
6432817,000706,R02240-015,598.43,
6432818,000707,R02240-016,1448.62,
6432820,000709,R02240-040,1681.76,
6432821,000710,R02244-000,1773.97,
6432823,000712,R02244-104,2323.48,
6432824,000713,R02246-001,961.21,
6432825,000714,R02264-000,323.78,
6432826,000715,R02265-002,1503.77,
6432829,000718,R02265-010,1261.92,
6432830,000719,R02265-013,772.03,
6432831,000720,R02265-014,836,
6432832,000721,R02265-015,1193.69,
6432833,000722,R02267-106,453.12,
6432834,000723,R02267-109,453.12,
6432835,000724,R02267-123,47.4,
6432836,000725,R02268-250,486.76,
6432837,000726,R02268-254,457.22,
6432840,000729,R02272-023,5709.46,
6432841,000730,R02273-018,49.62,
6432843,000732,R02275-133,543.39,
6432844,000733,R02278-005,2924.12,
6432845,000734,R02298-006,1018.29,
6432846,000735,R02301-000,1672.89,
6432848,000737,R02308-065,509.65,
6432849,000738,R02308-066,1941.1,
6432850,000739,R02308-079,3668.96,
6432851,000740,R02308-097,1694.47,
6432852,000741,R02308-111,560.74,
6432853,000742,R02309-016,4224.55,
6432854,000743,R02309-017,3204.3,
6432856,000745,R02310-111,255.26,
6432857,000746,R02314-003,2911.79,
6432858,000747,R02315-099,49.23,
6432859,000748,R02315-118,2546.59,
6432860,000749,R02315-126,2390.24,
6432861,000750,R02317-002,6764.87,
6432862,000751,R02317-003,2575.95,
6432863,000752,R02317-010,1033.4,
6432864,000753,R02317-012,1773.43,
6432866,000755,R02318-013,284.04,
6432867,000756,R02321-002,176.52,
6432868,000757,R02321-007,800.99,
6432870,000759,R02324-000,532.05,
6432871,000760,R02327-005,764.1,
6432872,000761,R02343-003,227.21,
6432873,000762,R02345-023,157.07,
6432874,000763,R02345-025,720.54,
6432875,000764,R02354-000,1968.95,
6432876,000765,R02355-002,250.31,
6432877,000766,R02363-003,639.28,
6432878,000767,R02365-005,559.47,
6432879,000768,R02365-114,271.26,
6432880,000769,R02365-202,330.01,
6432881,000770,R02365-203,285.08,
6432882,000771,R02365-205,285.08,
6432883,000772,R02366-006,1166.7,
6432884,000773,R02366-014,728.57,
6432885,000774,R02366-017,784.4,
6432886,000775,R02366-021,1243.01,
6432888,000777,R02372-069,397.61,
6432889,000778,R02372-081,51.96,
6432890,000779,R02372-082,44.6,
6432891,000780,R02372-115,3974.24,
6432892,000781,R02372-119,2455.94,
6432893,000782,R02372-382,402.86,
6432894,000783,R02372-383,3551,
6432895,000784,R02372-384,1628.07,
6432896,000785,R02372-394,610.53,
6432897,000786,R02372-414,4508.97,
6432898,000787,R02372-417,3503.67,
6432899,000788,R02374-010,1865.75,
6432901,000790,R02374-058,565.99,
6432902,000791,R02377-104,2155.85,
6432903,000792,R02377-105,1762.32,
6432904,000793,R02377-126,217.45,
6432905,000794,R02377-137,140.57,
6432906,000795,R02377-138,140.57,
6432908,000797,R02387-000,376.67,
6432909,000798,R02395-000,115.67,
6432910,000799,R02403-004,84.91,
6432911,000800,R02411-115,633.91,
6432912,000801,R02411-117,633.91,
6432913,000802,R02413-002,2658.23,
6432914,000803,R02414-002,2325.94,
6432915,000804,R02414-003,689.1,
6432916,000805,R02420-008,1421.76,
6432917,000806,R02421-000,53.89,
6432918,000807,R02421-001,52.57,
6432919,000808,R02421-004,55.06,
6432920,000809,R02424-001,1025,
6432921,000810,R02430-013,4070.53,
6432922,000811,R02430-017,1366.05,
6432923,000812,R02431-006,314.06,
6432924,000813,R02431-106,663.07,
6432925,000814,R02431-204,7586.38,
6432926,000815,R02431-210,1074.89,
6432927,000816,R02435-001,10315.99,
6432928,000817,R02438-102,326.95,
6432930,000819,R02438-106,392.77,
6432931,000820,R02438-113,402.86,
6432932,000821,R02438-121,565.99,
6432933,000822,R02438-131,276.42,
6432934,000823,R02438-142,362.13,
6432937,000826,R02439-210,918.77,
6432938,000827,R02439-212,918.77,
6432939,000828,R02439-217,4147.18,
6432940,000829,R02440-004,1345.43,
6432941,000830,R02441-000,1414.27,
6432942,000831,R02441-001,365.25,
6432943,000832,R02441-002,983.1,
6432944,000833,R02441-004,357.62,
6432945,000834,R02460-008,5664.38,
6432946,000835,R02461-303,518.1,
6432947,000836,R02461-333,562.68,
6432948,000837,R02461-510,8837.75,
6432949,000838,R02461-516,1066.26,
6432951,000840,R02462-317,530.76,
6432952,000841,R02463-107,3078.28,
6432953,000842,R02463-115,9477.78,
6432958,000847,R02474-008,2862.16,
6432959,000848,R02475-002,44.96,
6432960,000849,R02476-000,5012.41,
6432963,000852,R02498-001,12354.58,
6432964,000853,R02509-001,16136.22,
6432965,000854,R02549-001,60.15,
6432966,000855,R02579-002,5838.21,
6432967,000856,R02590-001,21044.01,
6432968,000857,R02611-006,28431.75,
6432969,000858,R02611-016,29178.81,
6432970,000859,R02617-002,7530.53,
6432971,000860,R02626-001,24637.99,
6432973,000862,R02650-002,1774.44,
6432974,000863,R02664-001,485.95,
6432975,000864,R02664-199,516.28,
6432976,000865,R02666-000,3811.28,
6432978,000867,R02670-105,2902.69,
6432979,000868,R02675-001,7581.73,
6432982,000871,R02704-000,2427.21,
6432983,000872,R02709-004,1289.59,
6432984,000873,R02709-018,2088.03,
6432985,000874,R02710-032,823.42,
6432990,000879,R02731-042,440.66,
6432991,000880,R02731-057,953.26,
6432993,000882,R02732-526,1034.94,
6432994,000883,R02732-532,2547.6,
6432995,000884,R02732-537,2813.82,
6432996,000885,R02739-001,1018.49,
6432997,000886,R02739-106,984.46,
6432998,000887,R02739-124,1001.2,
6432999,000888,R02739-136,915.92,
6433000,000889,R02739-139,60.65,
6433001,000890,R02765-001,1972.75,
6433003,000892,R02772-023,861.44,
6433005,000894,R02772-026,638.69,
6433006,000895,R02772-033,580.43,
6433007,000896,R02772-035,512.74,
6433008,000897,R02772-036,2324.99,
6433009,000898,R02772-040,711.19,
6433010,000899,R02772-046,1321,
6433012,000901,R02772-054,447.75,
6433013,000902,R02772-059,1232,
6433014,000903,R02773-015,1930.76,
6433016,000905,R02773-031,751.23,
6433017,000906,R02773-038,1478.7,
6433018,000907,R02777-006,1127.37,
6433019,000908,R02777-021,1889.02,
6433020,000909,R02777-032,920.29,
